SNOMEDCode,description
'1147811000001105,Betamethasone valerate 0.1% scalp application
'10466611000001107,Betamethasone valerate 0.1% scalp application
'14209211000001101,Betamethasone valerate 0.1% scalp application
'29979811000001105,Betamethasone valerate 0.1% scalp application
'29911000001103,Betacap 0.1% scalp application (Dermal Laboratories Ltd)
'2818511000001107,Betacap 0.1% scalp application (Dermal Laboratories Ltd)
'766211000001108,Betnovate 0.1% scalp application (GlaxoSmithKline UK Ltd)
'2818611000001106,Betnovate 0.1% scalp application (GlaxoSmithKline UK Ltd)
'5260911000001107,Betnovate 0.1% scalp application (Waymade Healthcare Plc)
'5261011000001104,Betnovate 0.1% scalp application (Waymade Healthcare Plc)
'5284011000001103,Betnovate 0.1% scalp application (Dowelhurst Ltd)
'5284111000001102,Betnovate 0.1% scalp application (Dowelhurst Ltd)
'10466711000001103,Betnovate 0.1% scalp application (Dowelhurst Ltd)
'13836111000001104,Betnovate 0.1% scalp application (DE Pharmaceuticals)
'13836311000001102,Betnovate 0.1% scalp application (DE Pharmaceuticals)
'13836211000001105,Betnovate 0.1% scalp application (DE Pharmaceuticals)
'14209311000001109,Betnovate 0.1% scalp application (Sigma Pharmaceuticals Plc)
'14209411000001102,Betnovate 0.1% scalp application (Sigma Pharmaceuticals Plc)
'16141511000001102,Betnovate 0.1% scalp application (Lexon (UK) Ltd)
'16141711000001107,Betnovate 0.1% scalp application (Lexon (UK) Ltd)
'16141611000001103,Betnovate 0.1% scalp application (Lexon (UK) Ltd)
'29979911000001100,Betnovate 0.1% scalp application (Lexon (UK) Ltd)
'16342311000001107,Betnovate 0.1% scalp application (Mawdsley-Brooks & Company Ltd)
'16342411000001100,Betnovate 0.1% scalp application (Mawdsley-Brooks & Company Ltd)
'17601111000001104,Betnovate 0.1% scalp application (Necessity Supplies Ltd)
'17601311000001102,Betnovate 0.1% scalp application (Necessity Supplies Ltd)
'17601211000001105,Betnovate 0.1% scalp application (Necessity Supplies Ltd)
'396279000,Betamethasone valerate 0.1% ointment
'2912511000001101,Betamethasone valerate 0.1% ointment
'2912611000001102,Betamethasone valerate 0.1% ointment
'2912811000001103,Betamethasone valerate 0.1% ointment (A A H Pharmaceuticals Ltd)
'2913011000001100,Betamethasone valerate 0.1% ointment (A A H Pharmaceuticals Ltd)
'10986211000001106,Betamethasone valerate 0.1% ointment (A A H Pharmaceuticals Ltd)
'2913211000001105,Betnovate 0.1% ointment (GlaxoSmithKline UK Ltd)
'2913311000001102,Betnovate 0.1% ointment (GlaxoSmithKline UK Ltd)
'2913411000001109,Betnovate 0.1% ointment (GlaxoSmithKline UK Ltd)
'2913511000001108,Betamethasone valerate 0.1% ointment (Kent Pharmaceuticals Ltd)
'2913811000001106,Betamethasone valerate 0.1% ointment (Kent Pharmaceuticals Ltd)
'2914111000001102,Betamethasone valerate 0.1% ointment (Alliance Healthcare (Distribution) Ltd)
'2914211000001108,Betamethasone valerate 0.1% ointment (Alliance Healthcare (Distribution) Ltd)
'31067711000001102,Betamethasone valerate 0.1% ointment (Alliance Healthcare (Distribution) Ltd)
'5619411000001105,Betnovate 0.1% ointment (Dowelhurst Ltd)
'5619611000001108,Betnovate 0.1% ointment (Dowelhurst Ltd)
'10845211000001101,Betnovate 0.1% ointment (Waymade Healthcare Plc)
'10845511000001103,Betnovate 0.1% ointment (Waymade Healthcare Plc)
'10845411000001102,Betnovate 0.1% ointment (Waymade Healthcare Plc)
'10987211000001108,Betamethasone valerate 0.1% ointment (Teva UK Ltd)
'10987311000001100,Betamethasone valerate 0.1% ointment (Teva UK Ltd)
'10987411000001107,Betamethasone valerate 0.1% ointment (Teva UK Ltd)
'13183411000001102,Betamethasone valerate 0.1% ointment (Dowelhurst Ltd)
'13183511000001103,Betamethasone valerate 0.1% ointment (Dowelhurst Ltd)
'13183611000001104,Betamethasone valerate 0.1% ointment (Dowelhurst Ltd)
'13575711000001107,Betamethasone valerate 0.1% ointment (DE Pharmaceuticals)
'13575811000001104,Betamethasone valerate 0.1% ointment (DE Pharmaceuticals)
'22620711000001103,Betamethasone valerate 0.1% ointment (DE Pharmaceuticals)
'15053611000001107,Betamethasone valerate 0.1% ointment (Sigma Pharmaceuticals Plc)
'15053811000001106,Betamethasone valerate 0.1% ointment (Sigma Pharmaceuticals Plc)
'15053911000001101,Betamethasone valerate 0.1% ointment (Sigma Pharmaceuticals Plc)
'15515411000001101,Betamethasone valerate 0.1% ointment (Actavis UK Ltd)
'15515511000001102,Betamethasone valerate 0.1% ointment (Actavis UK Ltd)
'15515711000001107,Betamethasone valerate 0.1% ointment (Actavis UK Ltd)
'17495611000001109,Betnovate 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'17495711000001100,Betnovate 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'17495811000001108,Betnovate 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'17800311000001102,Betamethasone valerate 0.1% ointment (Phoenix Healthcare Distribution Ltd)
'17800511000001108,Betamethasone valerate 0.1% ointment (Phoenix Healthcare Distribution Ltd)
'17800811000001106,Betamethasone valerate 0.1% ointment (Phoenix Healthcare Distribution Ltd)
'21793511000001103,Betamethasone valerate 0.1% ointment (Waymade Healthcare Plc)
'21793611000001104,Betamethasone valerate 0.1% ointment (Waymade Healthcare Plc)
'21794011000001108,Betamethasone valerate 0.1% ointment (Waymade Healthcare Plc)
'30000311000001105,Betamethasone valerate 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'30000411000001103,Betamethasone valerate 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'30000511000001104,Betamethasone valerate 0.1% ointment (Mawdsley-Brooks & Company Ltd)
'3180811000001108,Metosyn 0.05% ointment (Reig Jofre UK Ltd)
'3181111000001107,Metosyn 0.05% ointment (Reig Jofre UK Ltd)
'3181211000001101,Metosyn 0.05% ointment (Reig Jofre UK Ltd)
'3182011000001103,Metosyn FAPG 0.05% cream (Reig Jofre UK Ltd)
'3182111000001102,Metosyn FAPG 0.05% cream (Reig Jofre UK Ltd)
'3182211000001108,Metosyn FAPG 0.05% cream (Reig Jofre UK Ltd)
'3431911000001103,Betamethasone 0.1% foam
'3186211000001109,Betamethasone 0.1% foam
'3186411000001108,Bettamousse 0.1% cutaneous foam (RPH Pharmaceuticals AB)
'3186611000001106,Bettamousse 0.1% cutaneous foam (RPH Pharmaceuticals AB)
'11921911000001107,Bettamousse 0.1% cutaneous foam (Waymade Healthcare Plc)
'11922011000001100,Bettamousse 0.1% cutaneous foam (Waymade Healthcare Plc)
'14281811000001100,Bettamousse 0.1% cutaneous foam (Sigma Pharmaceuticals Plc)
'14283011000001107,Bettamousse 0.1% cutaneous foam (Sigma Pharmaceuticals Plc)
'16142211000001107,Bettamousse 0.1% cutaneous foam (Lexon (UK) Ltd)
'16142311000001104,Bettamousse 0.1% cutaneous foam (Lexon (UK) Ltd)
'16345111000001103,Bettamousse 0.1% cutaneous foam (Mawdsley-Brooks & Company Ltd)
'16345211000001109,Bettamousse 0.1% cutaneous foam (Mawdsley-Brooks & Company Ltd)
'17601811000001106,Bettamousse 0.1% cutaneous foam (Necessity Supplies Ltd)
'17602111000001109,Bettamousse 0.1% cutaneous foam (Necessity Supplies Ltd)
'18546811000001105,Bettamousse 0.1% cutaneous foam (DE Pharmaceuticals)
'18546911000001100,Bettamousse 0.1% cutaneous foam (DE Pharmaceuticals)
'3189711000001107,Beclometasone 100 Cyclocaps (Teva UK Ltd)
'3189911000001109,Beclometasone 100 Cyclocaps (Teva UK Ltd)
'3192611000001109,Beclometasone 200 Cyclocaps (Teva UK Ltd)
'3192811000001108,Beclometasone 200 Cyclocaps (Teva UK Ltd)
'3194511000001100,Beclometasone 400 Cyclocaps (Teva UK Ltd)
'3194911000001107,Beclometasone 400 Cyclocaps (Teva UK Ltd)
'331998009,Hydrocortisone butyrate 0.1% cream
'3355611000001104,Hydrocortisone butyrate 0.1% cream
'3355811000001100,Hydrocortisone butyrate 0.1% cream
'3356211000001107,Locoid 0.1% cream (LEO Pharma)
'3356311000001104,Locoid 0.1% cream (LEO Pharma)
'3356411000001106,Locoid 0.1% cream (LEO Pharma)
'3357011000001104,Locoid 0.1% Lipocream (LEO Pharma)
'3357211000001109,Locoid 0.1% Lipocream (LEO Pharma)
'3357411000001108,Locoid 0.1% Lipocream (LEO Pharma)
'10855711000001106,Locoid 0.1% cream (Waymade Healthcare Plc)
'10855811000001103,Locoid 0.1% cream (Waymade Healthcare Plc)
'13924311000001100,Locoid 0.1% cream (DE Pharmaceuticals)
'13924411000001107,Locoid 0.1% cream (DE Pharmaceuticals)
'13924511000001106,Locoid 0.1% Lipocream (DE Pharmaceuticals)
'13924611000001105,Locoid 0.1% Lipocream (DE Pharmaceuticals)
'14323111000001107,Locoid 0.1% cream (Sigma Pharmaceuticals Plc)
'14323211000001101,Locoid 0.1% cream (Sigma Pharmaceuticals Plc)
'14326911000001104,Locoid 0.1% Lipocream (Sigma Pharmaceuticals Plc)
'14327111000001104,Locoid 0.1% Lipocream (Sigma Pharmaceuticals Plc)
'16508011000001103,Locoid 0.1% Lipocream (Mawdsley-Brooks & Company Ltd)
'16508111000001102,Locoid 0.1% Lipocream (Mawdsley-Brooks & Company Ltd)
'3682811000001105,Triamcinolone acetonide 0.1% / Chlortetracycline 3.09% ointment
'3681511000001104,Triamcinolone acetonide 0.1% / Chlortetracycline 3.09% ointment
'3681611000001100,Aureocort ointment (Advanz Pharma)
'3681711000001109,Aureocort ointment (Advanz Pharma)
'3687911000001103,Cutivate 0.005% ointment (GlaxoSmithKline UK Ltd)
'3688111000001100,Cutivate 0.005% ointment (GlaxoSmithKline UK Ltd)
'3688211000001106,Cutivate 0.005% ointment (GlaxoSmithKline UK Ltd)
'15844311000001104,Cutivate 0.005% ointment (GlaxoSmithKline UK Ltd)
'374014000,Betamethasone valerate 0.1% lotion
'3746511000001108,Betamethasone valerate 0.1% lotion
'3746611000001107,Betnovate 0.1% lotion (GlaxoSmithKline UK Ltd)
'3746711000001103,Betnovate 0.1% lotion (GlaxoSmithKline UK Ltd)
'331904003,Diflucortolone 0.1% cream
'3835711000001107,Diflucortolone 0.1% cream
'3835911000001109,Nerisone 0.1% cream (Meadow Laboratories Ltd)
'3836011000001101,Nerisone 0.1% cream (Meadow Laboratories Ltd)
'3862311000001109,Fluocinolone acetonide 0.025% / Clioquinol 3% ointment
'3855711000001106,Fluocinolone acetonide 0.025% / Clioquinol 3% ointment
'3855911000001108,Synalar C ointment (Reig Jofre UK Ltd)
'3856011000001100,Synalar C ointment (Reig Jofre UK Ltd)
'407832000,Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment
'3858911000001102,Fluocinolone acetonide 0.025% / Neomycin 0.5% ointment
'3859211000001101,Synalar N ointment (Reig Jofre UK Ltd)
'3859411000001102,Synalar N ointment (Reig Jofre UK Ltd)
'331906001,Diflucortolone 0.1% ointment
'3961011000001105,Diflucortolone 0.1% ointment
'3961311000001108,Nerisone 0.1% ointment (Meadow Laboratories Ltd)
'3961611000001103,Nerisone 0.1% ointment (Meadow Laboratories Ltd)
'4019211000001107,Locoid Crelo 0.1% topical emulsion (LEO Pharma)
'4019411000001106,Locoid Crelo 0.1% topical emulsion (LEO Pharma)
'4023711000001108,Diprosone 0.05% lotion (Merck Sharp & Dohme Ltd)
'4024011000001108,Diprosone 0.05% lotion (Merck Sharp & Dohme Ltd)
'4024311000001106,Diprosone 0.05% lotion (Merck Sharp & Dohme Ltd)
'4194911000001105,Fluocinolone acetonide 0.025% / Clioquinol 3% cream
'4180911000001101,Fluocinolone acetonide 0.025% / Clioquinol 3% cream
'4181111000001105,Synalar C cream (Reig Jofre UK Ltd)
'4181211000001104,Synalar C cream (Reig Jofre UK Ltd)
'407831007,Fluocinolone acetonide 0.025% / Neomycin 0.5% cream
'4181711000001106,Fluocinolone acetonide 0.025% / Neomycin 0.5% cream
'4182011000001101,Synalar N cream (Reig Jofre UK Ltd)
'4182411000001105,Synalar N cream (Reig Jofre UK Ltd)
'331996008,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% ointment
'4369811000001105,Chlorquinaldol 3% / Hydrocortisone butyrate 0.1% ointment
'4369911000001100,Locoid C ointment (Astellas Pharma Ltd)
'4370011000001101,Locoid C ointment (Astellas Pharma Ltd)
'4671911000001101,Generic Betnovate rectal ointment
'4669411000001102,Generic Betnovate rectal ointment
'4669611000001104,Betnovate rectal ointment (GlaxoSmithKline UK Ltd)
'4669711000001108,Betnovate rectal ointment (GlaxoSmithKline UK Ltd)
'15220011000001102,Betamethasone dipropionate 0.05% ointment 25% in Emulsifying ointment
'15178211000001107,Betamethasone dipropionate 0.05% ointment 25% in Emulsifying ointment
'15178511000001105,Betamethasone dipropionate 0.05% ointment 25% in Emulsifying ointment (Special Order)
'15178711000001100,Betamethasone dipropionate 0.05% ointment 25% in Emulsifying ointment (Special Order)
'15220111000001101,Betamethasone valerate 0.1% cream 10% in Aqueous cream
'15179111000001108,Betamethasone valerate 0.1% cream 10% in Aqueous cream
'15179211000001102,Betamethasone valerate 0.1% cream 10% in Aqueous cream (Special Order)
'15179311000001105,Betamethasone valerate 0.1% cream 10% in Aqueous cream (Special Order)
'15220211000001107,Betamethasone valerate 0.1% ointment 10% in Emulsifying ointment
'15179811000001101,Betamethasone valerate 0.1% ointment 10% in Emulsifying ointment
'15180111000001108,Betamethasone valerate 0.1% ointment 10% in Emulsifying ointment (Special Order)
'15180211000001102,Betamethasone valerate 0.1% ointment 10% in Emulsifying ointment (Special Order)
'15220311000001104,Betamethasone valerate 0.1% ointment 10% in White soft paraffin
'15180911000001106,Betamethasone valerate 0.1% ointment 10% in White soft paraffin
'15181011000001103,Betamethasone valerate 0.1% ointment 10% in White soft paraffin (Special Order)
'15181111000001102,Betamethasone valerate 0.1% ointment 10% in White soft paraffin (Special Order)
'15220411000001106,Betamethasone valerate 0.1% cream 20% in Aqueous cream
'15181311000001100,Betamethasone valerate 0.1% cream 20% in Aqueous cream
'15181611000001105,Betamethasone valerate 0.1% cream 20% in Aqueous cream (Special Order)
'15181711000001101,Betamethasone valerate 0.1% cream 20% in Aqueous cream (Special Order)
'15220511000001105,Betamethasone valerate 0.1% ointment 20% in Emulsifying ointment
'15182311000001109,Betamethasone valerate 0.1% ointment 20% in Emulsifying ointment
'15182611000001104,Betamethasone valerate 0.1% ointment 20% in Emulsifying ointment (Special Order)
'15182811000001100,Betamethasone valerate 0.1% ointment 20% in Emulsifying ointment (Special Order)
'15220611000001109,Betamethasone valerate 0.1% ointment 25% in White soft paraffin
'15183411000001106,Betamethasone valerate 0.1% ointment 25% in White soft paraffin
'15184011000001100,Betamethasone valerate 0.1% ointment 25% in White soft paraffin (Special Order)
'15184211000001105,Betamethasone valerate 0.1% ointment 25% in White soft paraffin (Special Order)
'15220711000001100,Betamethasone valerate 0.1% cream 30% in Aqueous cream
'15184911000001101,Betamethasone valerate 0.1% cream 30% in Aqueous cream
'15185011000001101,Betamethasone valerate 0.1% cream 30% in Aqueous cream (Special Order)
'15185211000001106,Betamethasone valerate 0.1% cream 30% in Aqueous cream (Special Order)
'15220811000001108,Betamethasone valerate 0.1% ointment 30% in White soft paraffin
'15186611000001103,Betamethasone valerate 0.1% ointment 30% in White soft paraffin
'15186711000001107,Betamethasone valerate 0.1% ointment 30% in White soft paraffin (Special Order)
'15186811000001104,Betamethasone valerate 0.1% ointment 30% in White soft paraffin (Special Order)
'15220911000001103,Betamethasone valerate 0.1% cream 5% in Aqueous cream
'15187211000001103,Betamethasone valerate 0.1% cream 5% in Aqueous cream
'15188611000001102,Betamethasone valerate 0.1% cream 5% in Aqueous cream (Special Order)
'15188711000001106,Betamethasone valerate 0.1% cream 5% in Aqueous cream (Special Order)
'15221011000001106,Betamethasone valerate 0.1% ointment 5% in White soft paraffin
'15189011000001104,Betamethasone valerate 0.1% ointment 5% in White soft paraffin
'15189111000001103,Betamethasone valerate 0.1% ointment 5% in White soft paraffin (Special Order)
'15189311000001101,Betamethasone valerate 0.1% ointment 5% in White soft paraffin (Special Order)
'15226211000001109,Betamethasone valerate 0.1% cream 50% in Buffered cream
'15189611000001106,Betamethasone valerate 0.1% cream 50% in Buffered cream
'15189711000001102,Betamethasone valerate 0.1% cream 50% in Buffered cream (Special Order)
'15189811000001105,Betamethasone valerate 0.1% cream 50% in Buffered cream (Special Order)
'15221111000001107,Betamethasone valerate 0.1% ointment 50% in Emulsifying ointment
'15190711000001105,Betamethasone valerate 0.1% ointment 50% in Emulsifying ointment
'15190911000001107,Betamethasone valerate 0.1% ointment 50% in Emulsifying ointment (Special Order)
'15191011000001104,Betamethasone valerate 0.1% ointment 50% in Emulsifying ointment (Special Order)
'15221211000001101,Betamethasone valerate 0.1% ointment 50% in Hydrous ointment
'15191411000001108,Betamethasone valerate 0.1% ointment 50% in Hydrous ointment
'15191611000001106,Betamethasone valerate 0.1% ointment 50% in Hydrous ointment (Special Order)
'15191811000001105,Betamethasone valerate 0.1% ointment 50% in Hydrous ointment (Special Order)
'15221311000001109,Betamethasone valerate 0.1% ointment 50% in White soft paraffin
'15192011000001107,Betamethasone valerate 0.1% ointment 50% in White soft paraffin
'22708711000001100,Betamethasone valerate 0.1% ointment 50% in White soft paraffin
'15192111000001108,Betamethasone valerate 0.1% ointment 50% in White soft paraffin (Special Order)
'15192311000001105,Betamethasone valerate 0.1% ointment 50% in White soft paraffin (Special Order)
'22708811000001108,Betamethasone valerate 0.1% ointment 50% in White soft paraffin (Special Order)
'15221411000001102,Betamethasone valerate 0.1% cream 75% in Aqueous cream
'15192511000001104,Betamethasone valerate 0.1% cream 75% in Aqueous cream
'15192711000001109,Betamethasone valerate 0.1% cream 75% in Aqueous cream (Special Order)
'15192811000001101,Betamethasone valerate 0.1% cream 75% in Aqueous cream (Special Order)
'15222111000001102,Coal tar solution 10% in Betamethasone valerate 0.1% ointment
'15196011000001106,Coal tar solution 10% in Betamethasone valerate 0.1% ointment
'15196111000001107,Coal tar solution 10% in Betamethasone valerate 0.1% ointment (Special Order)
'15196311000001109,Coal tar solution 10% in Betamethasone valerate 0.1% ointment (Special Order)
'15223311000001105,Coal tar solution 5% in Betamethasone valerate 0.1% ointment
'15205311000001104,Coal tar solution 5% in Betamethasone valerate 0.1% ointment
'20928911000001106,Coal tar solution 5% in Betamethasone valerate 0.1% ointment
'15205511000001105,Coal tar solution 5% in Betamethasone valerate 0.1% ointment (Special Order)
'15205711000001100,Coal tar solution 5% in Betamethasone valerate 0.1% ointment (Special Order)
'20929111000001101,Coal tar solution 5% in Betamethasone valerate 0.1% ointment (Special Order)
'15226811000001105,Coal tar solution 6% in Betamethasone valerate 0.1% ointment
'15207211000001104,Coal tar solution 6% in Betamethasone valerate 0.1% ointment
'15207311000001107,Coal tar solution 6% in Betamethasone valerate 0.1% ointment (Special Order)
'15207411000001100,Coal tar solution 6% in Betamethasone valerate 0.1% ointment (Special Order)
'15451511000001103,Betamethasone valerate 0.1% ointment 33% in White soft paraffin
'15446811000001107,Betamethasone valerate 0.1% ointment 33% in White soft paraffin
'15447011000001103,Betamethasone valerate 0.1% ointment 33% in White soft paraffin (Special Order)
'15447111000001102,Betamethasone valerate 0.1% ointment 33% in White soft paraffin (Special Order)
'16072611000001102,Beclometasone 0.025% in Aqueous cream
'16047611000001100,Beclometasone 0.025% in Aqueous cream
'16047711000001109,Beclometasone 0.025% in Aqueous cream (Special Order)
'16047811000001101,Beclometasone 0.025% in Aqueous cream (Special Order)
'16072711000001106,Betamethasone valerate 0.1% ointment 20% in White soft paraffin
'16072111000001105,Betamethasone valerate 0.1% ointment 20% in White soft paraffin
'16072211000001104,Betamethasone valerate 0.1% ointment 20% in White soft paraffin (Special Order)
'16072311000001107,Betamethasone valerate 0.1% ointment 20% in White soft paraffin (Special Order)
'18495911000001108,Betamethasone valerate 0.1% ointment 40% in White soft paraffin
'18471711000001101,Betamethasone valerate 0.1% ointment 40% in White soft paraffin
'18471811000001109,Betamethasone valerate 0.1% ointment 40% in White soft paraffin (Special Order)
'18471911000001104,Betamethasone valerate 0.1% ointment 40% in White soft paraffin (Special Order)
'18525411000001101,Mometasone 0.1% ointment 50% in White soft paraffin
'18524411000001102,Mometasone 0.1% ointment 50% in White soft paraffin
'18524511000001103,Mometasone 0.1% ointment 50% in White soft paraffin (Special Order)
'18524611000001104,Mometasone 0.1% ointment 50% in White soft paraffin (Special Order)
'18650411000001103,Betamethasone valerate 0.1% ointment 50% in Yellow soft paraffin
'18649911000001103,Betamethasone valerate 0.1% ointment 50% in Yellow soft paraffin
'18650011000001107,Betamethasone valerate 0.1% ointment 50% in Yellow soft paraffin (Special Order)
'18650111000001108,Betamethasone valerate 0.1% ointment 50% in Yellow soft paraffin (Special Order)
'20121811000001105,Beclometasone 0.0025% in White soft paraffin
'20116111000001100,Beclometasone 0.0025% in White soft paraffin
'21665411000001107,Beclometasone 0.0025% in White soft paraffin
'20116211000001106,Beclometasone 0.0025% in White soft paraffin (Special Order)
'20116311000001103,Beclometasone 0.0025% in White soft paraffin (Special Order)
'21665511000001106,Beclometasone 0.0025% in White soft paraffin (Special Order)
'22053511000001109,Beclometasone 0.025% in White soft paraffin
'22002211000001107,Beclometasone 0.025% in White soft paraffin
'22002311000001104,Beclometasone 0.025% in White soft paraffin (Special Order)
'22002411000001106,Beclometasone 0.025% in White soft paraffin (Special Order)
'22364711000001105,Betamethasone valerate 0.1% ointment 25% in Coal tar paste
'22364811000001102,Betamethasone valerate 0.1% ointment 25% in Coal tar paste
'22364911000001107,Betamethasone valerate 0.1% ointment 25% in Coal tar paste
'22365111000001108,Betamethasone valerate 0.1% ointment 25% in Coal tar paste (Special Order)
'22365211000001102,Betamethasone valerate 0.1% ointment 25% in Coal tar paste (Special Order)
'22365311000001105,Betamethasone valerate 0.1% ointment 25% in Coal tar paste (Special Order)
'22382311000001102,Betamethasone dipropionate 0.05% ointment 25% / Propylene glycol 10% in Generic Unguentum M cream
'22382411000001109,Betamethasone dipropionate 0.05% ointment 25% / Propylene glycol 10% in Generic Unguentum M cream
'22382511000001108,Betamethasone dipropionate 0.05% ointment 25% / Propylene glycol 10% in Generic Unguentum M cream
'22383011000001109,Betamethasone dipropionate 0.05% ointment 25% / Coal tar solution strong 3% / Salicylic acid 2% in Generic Unguentum M cream
'22383111000001105,Betamethasone dipropionate 0.05% ointment 25% / Coal tar solution strong 3% / Salicylic acid 2% in Generic Unguentum M cream
'22383211000001104,Betamethasone dipropionate 0.05% ointment 25% / Coal tar solution strong 3% / Salicylic acid 2% in Generic Unguentum M cream
'23308211000001100,Betamethasone valerate 0.1% cream 25% / Coal tar solution 5% in Generic Unguentum M cream
'23308311000001108,Betamethasone valerate 0.1% cream 25% / Coal tar solution 5% in Generic Unguentum M cream
'23308411000001101,Betamethasone valerate 0.1% cream 25% / Coal tar solution 5% in Generic Unguentum M cream
'23308511000001102,Betamethasone valerate 0.1% cream 25% / Coal tar solution 5% in Unguentum M cream (Special Order)
'23308611000001103,Betamethasone valerate 0.1% cream 25% / Coal tar solution 5% in Unguentum M cream (Special Order)
'23308711000001107,Betamethasone valerate 0.1% cream 25% / Coal tar solution 5% in Unguentum M cream (Special Order)
'24509311000001102,Coal tar solution 8% / Salicylic acid 2% in Betamethasone valerate 0.1% ointment
'24499211000001104,Coal tar solution 8% / Salicylic acid 2% in Betamethasone valerate 0.1% ointment
'24499311000001107,Coal tar solution 8% / Salicylic acid 2% in Betamethasone valerate 0.1% ointment (Special Order)
'24499411000001100,Coal tar solution 8% / Salicylic acid 2% in Betamethasone valerate 0.1% ointment (Special Order)
'24856711000001104,Salicylic acid 5% in Betamethasone valerate 0.1% ointment
'24783911000001104,Salicylic acid 5% in Betamethasone valerate 0.1% ointment
'24784011000001101,Salicylic acid 5% in Betamethasone valerate 0.1% ointment (Special Order)
'24784111000001100,Salicylic acid 5% in Betamethasone valerate 0.1% ointment (Special Order)
'29731511000001103,Beclometasone 0.025% ointment 10% in White soft paraffin
'29729711000001105,Beclometasone 0.025% ointment 10% in White soft paraffin
'29729811000001102,Beclometasone 0.025% ointment 10% in White soft paraffin (Special Order)
'29729911000001107,Beclometasone 0.025% ointment 10% in White soft paraffin (Special Order)
'29731611000001104,Coal tar solution 10% / Salicylic acid 2% in Betamethasone valerate 0.1% ointment
'29730011000001102,Coal tar solution 10% / Salicylic acid 2% in Betamethasone valerate 0.1% ointment
'29730111000001101,Coal tar solution 10% / Salicylic acid 2% in Betamethasone valerate 0.1% ointment (Special Order)
'29730211000001107,Coal tar solution 10% / Salicylic acid 2% in Betamethasone valerate 0.1% ointment (Special Order)
'29731711000001108,Coal tar solution 10% / Salicylic acid 5% in Betamethasone valerate 0.1% ointment
'29730311000001104,Coal tar solution 10% / Salicylic acid 5% in Betamethasone valerate 0.1% ointment
'29730411000001106,Coal tar solution 10% / Salicylic acid 5% in Betamethasone valerate 0.1% ointment (Special Order)
'29730511000001105,Coal tar solution 10% / Salicylic acid 5% in Betamethasone valerate 0.1% ointment (Special Order)
'29767611000001104,Betamethasone valerate 0.1% cream 30% in Cetomacrogol cream (Formula A)
'29764611000001105,Betamethasone valerate 0.1% cream 30% in Cetomacrogol cream (Formula A)
'29764811000001109,Betamethasone valerate 0.1% cream 30% in Cetomacrogol cream (Formula A) (Special Order)
'29764911000001104,Betamethasone valerate 0.1% cream 30% in Cetomacrogol cream (Formula A) (Special Order)
'29767411000001102,Betamethasone dipropionate 0.05% ointment 5% in White soft paraffin
'29765511000001107,Betamethasone dipropionate 0.05% ointment 5% in White soft paraffin
'29765611000001106,Betamethasone dipropionate 0.05% ointment 5% in White soft paraffin (Special Order)
'29765711000001102,Betamethasone dipropionate 0.05% ointment 5% in White soft paraffin (Special Order)
'29767511000001103,Betamethasone dipropionate 0.05% ointment 50% in White soft paraffin
'29765911000001100,Betamethasone dipropionate 0.05% ointment 50% in White soft paraffin
'29766011000001108,Betamethasone dipropionate 0.05% ointment 50% in White soft paraffin (Special Order)
'29766111000001109,Betamethasone dipropionate 0.05% ointment 50% in White soft paraffin (Special Order)
'29767711000001108,Coal tar 2% in Betamethasone dipropionate 0.05% ointment
'29766211000001103,Coal tar 2% in Betamethasone dipropionate 0.05% ointment
'29766311000001106,Coal tar 2% in Betamethasone dipropionate 0.05% ointment (Special Order)
'29766411000001104,Coal tar 2% in Betamethasone dipropionate 0.05% ointment (Special Order)
'29826511000001107,Betamethasone valerate 0.1% cream 10% in White soft paraffin
'29791311000001101,Betamethasone valerate 0.1% cream 10% in White soft paraffin
'29791411000001108,Betamethasone valerate 0.1% cream 10% in White soft paraffin (Special Order)
'29791611000001106,Betamethasone valerate 0.1% cream 10% in White soft paraffin (Special Order)
'29862411000001102,Betamethasone valerate 0.1% ointment 50% in Coal tar paste
'29845811000001100,Betamethasone valerate 0.1% ointment 50% in Coal tar paste
'29845911000001105,Betamethasone valerate 0.1% ointment 50% in Coal tar paste (Special Order)
'29846011000001102,Betamethasone valerate 0.1% ointment 50% in Coal tar paste (Special Order)
'30798511000001100,Betamethasone valerate 0.1% cream 50% in Coal tar paste
'30792411000001101,Betamethasone valerate 0.1% cream 50% in Coal tar paste
'30792511000001102,Betamethasone valerate 0.1% cream 50% in Coal tar paste (Special Order)
'30792611000001103,Betamethasone valerate 0.1% cream 50% in Coal tar paste (Special Order)
'30798411000001104,Betamethasone valerate 0.1% cream 10% in Generic Unguentum M cream
'30792711000001107,Betamethasone valerate 0.1% cream 10% in Generic Unguentum M cream
'30792811000001104,Betamethasone valerate 0.1% cream 10% in Unguentum M cream (Special Order)
'30792911000001109,Betamethasone valerate 0.1% cream 10% in Unguentum M cream (Special Order)
'30798711000001105,Betamethasone valerate 0.1% ointment 25% / Ichthammol 1% in Yellow soft paraffin
