SNOMEDCode,description
'16091711000001107,Generic CCS Foot Care cream
'16091811000001104,Generic CCS Foot Care cream
'16091911000001109,CCS Foot Care cream (Lornamead UK Ltd)
'16092011000001102,CCS Foot Care cream (Lornamead UK Ltd)
'16092111000001101,CCS Foot Care cream (Lornamead UK Ltd)
'16092211000001107,CCS Foot Care cream (Lornamead UK Ltd)
'16246911000001101,White soft paraffin 75% / Liquid paraffin 25% ointment
'16239511000001102,White soft paraffin 75% / Liquid paraffin 25% ointment
'16239611000001103,White soft paraffin 75% / Liquid paraffin 25% ointment (Special Order)
'16239711000001107,White soft paraffin 75% / Liquid paraffin 25% ointment (Special Order)
'17174511000001102,Generic Evolve Plus emollient spray
'17083811000001102,Generic Evolve Plus emollient spray
'17084211000001100,Evolve Plus emollient spray (Intelligent Therapeutics Ltd)
'17084311000001108,Evolve Plus emollient spray (Intelligent Therapeutics Ltd)
'17527911000001107,Generic Aveeno Intense Relief hand cream
'17512411000001108,Generic Aveeno Intense Relief hand cream
'17512511000001107,Aveeno Intense Relief hand cream (Johnson & Johnson Ltd)
'17512611000001106,Aveeno Intense Relief hand cream (Johnson & Johnson Ltd)
'18161211000001101,Propylene glycol 40% in Aqueous cream
'18160311000001104,Propylene glycol 40% in Aqueous cream
'21026411000001100,Propylene glycol 40% in Aqueous cream
'21026711000001106,Propylene glycol 40% in Aqueous cream
'18160411000001106,Propylene glycol 40% in Aqueous cream (Special Order)
'18160511000001105,Propylene glycol 40% in Aqueous cream (Special Order)
'21026611000001102,Propylene glycol 40% in Aqueous cream (Special Order)
'21026811000001103,Propylene glycol 40% in Aqueous cream (Special Order)
'18349411000001104,Generic Aveeno body wash
'18348711000001101,Generic Aveeno body wash
'19509511000001108,Generic Aveeno body wash
'18348811000001109,Aveeno body wash (Johnson & Johnson Ltd)
'18348911000001104,Aveeno body wash (Johnson & Johnson Ltd)
'19509611000001107,Aveeno body wash (Johnson & Johnson Ltd)
'18349511000001100,Generic Aveeno moisturising creamy oil
'18349011000001108,Generic Aveeno moisturising creamy oil
'18349111000001109,Aveeno moisturising creamy oil (Johnson & Johnson Ltd)
'18349211000001103,Aveeno moisturising creamy oil (Johnson & Johnson Ltd)
'18496511000001108,Glycerol 10% in Cetomacrogol cream (Formula A)
'18472011000001106,Glycerol 10% in Cetomacrogol cream (Formula A)
'18472111000001107,Glycerol 10% in Cetomacrogol cream (Formula A) (Special Order)
'18472211000001101,Glycerol 10% in Cetomacrogol cream (Formula A) (Special Order)
'18519811000001106,Emulsifying ointment 50% / Liquid paraffin 50% ointment
'18511711000001102,Emulsifying ointment 50% / Liquid paraffin 50% ointment
'21936411000001106,Emulsifying ointment 50% / Liquid paraffin 50% ointment
'21936711000001100,Emulsifying ointment 50% / Liquid paraffin 50% ointment
'31004211000001101,Emulsifying ointment 50% / Liquid paraffin 50% ointment
'18511811000001105,Emulsifying ointment 50% / Liquid paraffin 50% ointment (Special Order)
'18511911000001100,Emulsifying ointment 50% / Liquid paraffin 50% ointment (Special Order)
'21936511000001105,Emulsifying ointment 50% / Liquid paraffin 50% ointment (Special Order)
'21936811000001108,Emulsifying ointment 50% / Liquid paraffin 50% ointment (Special Order)
'31004311000001109,Emulfin ointment (Ennogen Healthcare Ltd)
'31004411000001102,Emulfin ointment (Ennogen Healthcare Ltd)
'18852611000001109,Generic ZeroAQS emollient cream
'18784111000001102,Generic ZeroAQS emollient cream
'18784211000001108,Generic ZeroAQS emollient cream
'18784311000001100,ZeroAQS emollient cream (Thornton & Ross Ltd)
'18784411000001107,ZeroAQS emollient cream (Thornton & Ross Ltd)
'18784511000001106,ZeroAQS emollient cream (Thornton & Ross Ltd)
'19698211000001106,Generic Skin Salvation ointment
'19685811000001104,Generic Skin Salvation ointment
'19685911000001109,Generic Skin Salvation ointment
'19686011000001101,Generic Skin Salvation ointment
'34157611000001102,Generic Skin Salvation ointment
'19686111000001100,Skin Salvation ointment (Purepotions Skincare Ltd)
'19686211000001106,Skin Salvation ointment (Purepotions Skincare Ltd)
'19686311000001103,Skin Salvation ointment (Purepotions Skincare Ltd)
'19686411000001105,Skin Salvation ointment (Purepotions Skincare Ltd)
'34157711000001106,Skin Salvation ointment (Purepotions Skincare Ltd)
'20345011000001107,Generic E45 Intense Recovery lotion
'20322411000001108,Generic E45 Intense Recovery lotion
'20322511000001107,Generic E45 Intense Recovery lotion
'20322611000001106,E45 Intense Recovery lotion (Reckitt Benckiser Healthcare (UK) Ltd)
'20322711000001102,E45 Intense Recovery lotion (Reckitt Benckiser Healthcare (UK) Ltd)
'20322811000001105,E45 Intense Recovery lotion (Reckitt Benckiser Healthcare (UK) Ltd)
'21378411000001104,Cidofovir 1% in Generic Unguentum M cream
'21378511000001100,Cidofovir 1% in Generic Unguentum M cream
'35021711000001103,Cidofovir 1% in Generic Unguentum M cream
'34872911000001103,Cidofovir 1% in Unguentum M cream (Special Order)
'34873011000001106,Cidofovir 1% in Unguentum M cream (Special Order)
'35021811000001106,Cidofovir 1% in Unguentum M cream (Special Order)
'21411611000001108,Urea 10% in Generic Unguentum M cream
'21411711000001104,Urea 10% in Generic Unguentum M cream
'21411811000001107,Urea 10% in Generic Unguentum M cream
'21411911000001102,Urea 10% in Unguentum M cream (Special Order)
'21412011000001109,Urea 10% in Unguentum M cream (Special Order)
'21412111000001105,Urea 10% in Unguentum M cream (Special Order)
'21583911000001105,Propylene glycol 20% in Aqueous cream
'21584111000001109,Propylene glycol 20% in Aqueous cream
'21584211000001103,Propylene glycol 20% in Aqueous cream
'21584311000001106,Propylene glycol 20% in Aqueous cream
'21584511000001100,Propylene glycol 20% in Aqueous cream (Special Order)
'21584611000001101,Propylene glycol 20% in Aqueous cream (Special Order)
'21584711000001105,Propylene glycol 20% in Aqueous cream (Special Order)
'21584811000001102,Propylene glycol 20% in Aqueous cream (Special Order)
'22256711000001104,Propylene glycol 40% in Generic Unguentum M cream
'22256811000001107,Propylene glycol 40% in Generic Unguentum M cream
'22256911000001102,Propylene glycol 40% in Generic Unguentum M cream
'22257011000001103,Propylene glycol 40% in Unguentum M cream (Special Order)
'22257211000001108,Propylene glycol 40% in Unguentum M cream (Special Order)
'22257311000001100,Propylene glycol 40% in Unguentum M cream (Special Order)
'22469311000001101,Coal tar 10% in Generic Unguentum M cream
'22469411000001108,Coal tar 10% in Generic Unguentum M cream
'22469511000001107,Coal tar 10% in Generic Unguentum M cream
'22492711000001106,Coal tar 10% in Generic Unguentum M cream
'22469611000001106,Coal tar 10% in Unguentum M cream (Special Order)
'22469711000001102,Coal tar 10% in Unguentum M cream (Special Order)
'22469811000001105,Coal tar 10% in Unguentum M cream (Special Order)
'22492811000001103,Coal tar 10% in Unguentum M cream (Special Order)
'22469911000001100,Coal tar 2% in Generic Unguentum M cream
'22470011000001101,Coal tar 2% in Generic Unguentum M cream
'22470111000001100,Coal tar 2% in Generic Unguentum M cream
'22470211000001106,Coal tar 2% in Generic Unguentum M cream
'22470311000001103,Coal tar 2% in Unguentum M cream (Special Order)
'22470411000001105,Coal tar 2% in Unguentum M cream (Special Order)
'22470511000001109,Coal tar 2% in Unguentum M cream (Special Order)
'22470611000001108,Coal tar 2% in Unguentum M cream (Special Order)
'22470711000001104,Coal tar 5% in Generic Unguentum M cream
'22470811000001107,Coal tar 5% in Generic Unguentum M cream
'22470911000001102,Coal tar 5% in Generic Unguentum M cream
'22471011000001105,Coal tar 5% in Unguentum M cream (Special Order)
'22471111000001106,Coal tar 5% in Unguentum M cream (Special Order)
'22471211000001100,Coal tar 5% in Unguentum M cream (Special Order)
'22477411000001109,Methylrosanilinium chloride 0.125% in Generic Unguentum M cream
'22477511000001108,Methylrosanilinium chloride 0.125% in Generic Unguentum M cream
'22477611000001107,Methylrosanilinium chloride 0.125% in Generic Unguentum M cream
'22477711000001103,Methylrosanilinium chloride 0.125% in Unguentum M cream (Special Order)
'22477811000001106,Methylrosanilinium chloride 0.125% in Unguentum M cream (Special Order)
'22477911000001101,Methylrosanilinium chloride 0.125% in Unguentum M cream (Special Order)
'22531811000001109,Generic Diprobase lotion
'22531911000001104,Generic Diprobase lotion
'22532011000001106,Generic Diprobase lotion
'22532111000001107,Diprobase lotion (Bayer Plc)
'22532211000001101,Diprobase lotion (Bayer Plc)
'22532311000001109,Diprobase lotion (Bayer Plc)
'22807811000001107,Generic Eucerin Anti-Redness Calming Night cream
'22799711000001107,Generic Eucerin Anti-Redness Calming Night cream
'22799811000001104,Eucerin Anti-Redness Calming Night cream (Beiersdorf UK Ltd)
'22799911000001109,Eucerin Anti-Redness Calming Night cream (Beiersdorf UK Ltd)
'22807911000001102,Generic Eucerin Anti-Redness Neutralising Day fluid
'22800011000001102,Generic Eucerin Anti-Redness Neutralising Day fluid
'22800111000001101,Eucerin Anti-Redness Neutralising Day fluid (Beiersdorf UK Ltd)
'22800211000001107,Eucerin Anti-Redness Neutralising Day fluid (Beiersdorf UK Ltd)
'23672511000001100,Generic E45 Touchably Smooth lotion
'23662711000001102,Generic E45 Touchably Smooth lotion
'23662811000001105,Generic E45 Touchably Smooth lotion
'23662911000001100,E45 Touchably Smooth lotion (Reckitt Benckiser Healthcare (UK) Ltd)
'23663011000001108,E45 Touchably Smooth lotion (Reckitt Benckiser Healthcare (UK) Ltd)
'23663111000001109,E45 Touchably Smooth lotion (Reckitt Benckiser Healthcare (UK) Ltd)
'23672411000001104,Generic E45 Nourish & Restore lotion
'23663211000001103,Generic E45 Nourish & Restore lotion
'23663311000001106,Generic E45 Nourish & Restore lotion
'23663411000001104,E45 Nourish & Restore lotion (Reckitt Benckiser Healthcare (UK) Ltd)
'23663511000001100,E45 Nourish & Restore lotion (Reckitt Benckiser Healthcare (UK) Ltd)
'23663611000001101,E45 Nourish & Restore lotion (Reckitt Benckiser Healthcare (UK) Ltd)
'24622711000001107,Propylene glycol 40% / Coal tar solution 5% in Generic Unguentum M cream
'24622811000001104,Propylene glycol 40% / Coal tar solution 5% in Generic Unguentum M cream
'24623511000001109,Propylene glycol 40% / Coal tar solution 5% in Generic Unguentum M cream
'24623611000001108,Propylene glycol 40% / Coal tar solution 5% in Unguentum M cream (Special Order)
'24623711000001104,Propylene glycol 40% / Coal tar solution 5% in Unguentum M cream (Special Order)
'24623811000001107,Propylene glycol 40% / Coal tar solution 5% in Unguentum M cream (Special Order)
'25035111000001101,Generic imuDERM emollient
'25035211000001107,Generic imuDERM emollient
'25035311000001104,imuDERM emollient (CliniSupplies Ltd)
'25035411000001106,imuDERM emollient (CliniSupplies Ltd)
'27888211000001106,Generic Elave body oil
'27884411000001101,Generic Elave body oil
'27884611000001103,Elave body oil (Ovelle Pharmaceuticals)
'27884811000001104,Elave body oil (Ovelle Pharmaceuticals)
'27888311000001103,Generic Elave lotion
'27885111000001105,Generic Elave lotion
'27885711000001106,Elave lotion (Ovelle Pharmaceuticals)
'27886411000001109,Elave lotion (Ovelle Pharmaceuticals)
'28389811000001106,Generic AproDerm emollient cream
'28389911000001101,Generic AproDerm emollient cream
'28390011000001109,Generic AproDerm emollient cream
'33780411000001100,Generic AproDerm emollient cream
'33780511000001101,Generic AproDerm emollient cream
'28390111000001105,AproDerm emollient cream (Fontus Health Ltd)
'28390211000001104,AproDerm emollient cream (Fontus Health Ltd)
'28390311000001107,AproDerm emollient cream (Fontus Health Ltd)
'33780611000001102,AproDerm emollient cream (Fontus Health Ltd)
'33780811000001103,AproDerm emollient cream (Fontus Health Ltd)
'28415711000001109,White soft paraffin 62.5% / Liquid paraffin 37.5% ointment
'28402111000001104,White soft paraffin 62.5% / Liquid paraffin 37.5% ointment
'28402211000001105,White soft paraffin 62.5% / Liquid paraffin 37.5% ointment (Special Order)
'28402311000001102,White soft paraffin 62.5% / Liquid paraffin 37.5% ointment (Special Order)
'28423811000001106,Generic Eucerin AntiREDNESS concealing day cream SPF25
'28421211000001106,Generic Eucerin AntiREDNESS concealing day cream SPF25
'28421311000001103,Eucerin AntiREDNESS concealing day cream SPF25 (Beiersdorf UK Ltd)
'28421411000001105,Eucerin AntiREDNESS concealing day cream SPF25 (Beiersdorf UK Ltd)
'29669611000001101,Hydrocortisone 1% / Tretinoin 0.025% / Hydroquinone 4% in Generic Unguentum M cream
'29573411000001101,Hydrocortisone 1% / Tretinoin 0.025% / Hydroquinone 4% in Generic Unguentum M cream
'29573511000001102,Hydrocortisone 1% / Tretinoin 0.025% / Hydroquinone 4% in Unguentum M cream (Special Order)
'29573711000001107,Hydrocortisone 1% / Tretinoin 0.025% / Hydroquinone 4% in Unguentum M cream (Special Order)
'29733611000001100,Sulfur 1% in Generic Unguentum M cream
'29707511000001104,Sulfur 1% in Generic Unguentum M cream
'29707611000001100,Sulfur 1% in Unguentum M cream (Special Order)
'29707711000001109,Sulfur 1% in Unguentum M cream (Special Order)
'29732511000001106,Propylene glycol 50% in Aqueous cream
'29716111000001108,Propylene glycol 50% in Aqueous cream
'29716211000001102,Propylene glycol 50% in Aqueous cream (Special Order)
'29716311000001105,Propylene glycol 50% in Aqueous cream (Special Order)
'29732011000001103,Menthol 1% in Cetomacrogol cream (Formula A)
'29720011000001100,Menthol 1% in Cetomacrogol cream (Formula A)
'29720111000001104,Menthol 1% in Cetomacrogol cream (Formula A) (Special Order)
'29720211000001105,Menthol 1% in Cetomacrogol cream (Formula A) (Special Order)
'30952611000001100,Generic Aveeno Skin Relief Soothing shampoo
'30934111000001104,Generic Aveeno Skin Relief Soothing shampoo
'30934211000001105,Aveeno Skin Relief Soothing shampoo (Johnson & Johnson Ltd)
'30934311000001102,Aveeno Skin Relief Soothing shampoo (Johnson & Johnson Ltd)
'31141411000001102,Coconut oil 50% in White soft paraffin
'31137411000001109,Coconut oil 50% in White soft paraffin
'31137311000001102,Coconut oil 50% in White soft paraffin (Special Order)
'31137611000001107,Coconut oil 50% in White soft paraffin (Special Order)
'31535011000001104,Menthol 2% in Cetomacrogol cream (Formula A)
'31506111000001102,Menthol 2% in Cetomacrogol cream (Formula A)
'31506211000001108,Menthol 2% in Cetomacrogol cream (Formula A) (Special Order)
'31506311000001100,Menthol 2% in Cetomacrogol cream (Formula A) (Special Order)
'32750411000001104,Propylene glycol 25% in Aqueous cream
'32742711000001107,Propylene glycol 25% in Aqueous cream
'32742811000001104,Propylene glycol 25% in Aqueous cream (Special Order)
'32742911000001109,Propylene glycol 25% in Aqueous cream (Special Order)
'32750511000001100,Propylene glycol 40% in Clobetasone 0.05% cream
'32744711000001102,Propylene glycol 40% in Clobetasone 0.05% cream
'32744811000001105,Propylene glycol 40% in Clobetasone 0.05% cream (Special Order)
'32744911000001100,Propylene glycol 40% in Clobetasone 0.05% cream (Special Order)
'32879511000001108,Propylene glycol 30% in Generic Unguentum M cream
'32844811000001108,Propylene glycol 30% in Generic Unguentum M cream
'32844911000001103,Propylene glycol 30% in Unguentum M cream (Special Order)
'32845011000001103,Propylene glycol 30% in Unguentum M cream (Special Order)
'32876511000001103,Generic Cuderm moisturising cream
'32854911000001100,Generic Cuderm moisturising cream
'32855011000001100,Generic Cuderm moisturising cream
'32855111000001104,Cuderm moisturising cream (Synergy Biologics Ltd)
'32855211000001105,Cuderm moisturising cream (Synergy Biologics Ltd)
'32855311000001102,Cuderm moisturising cream (Synergy Biologics Ltd)
'32876711000001108,Generic Cuderm moisturising lotion
'32855611000001107,Generic Cuderm moisturising lotion
'32855811000001106,Generic Cuderm moisturising lotion
'32855911000001101,Cuderm moisturising lotion (Synergy Biologics Ltd)
'32856011000001109,Cuderm moisturising lotion (Synergy Biologics Ltd)
'32856111000001105,Cuderm moisturising lotion (Synergy Biologics Ltd)
'32876611000001104,Generic Cuderm moisturising hand cream
'32856211000001104,Generic Cuderm moisturising hand cream
'32856411000001100,Cuderm moisturising hand cream (Synergy Biologics Ltd)
'32856611000001102,Cuderm moisturising hand cream (Synergy Biologics Ltd)
'33150011000001105,Generic E45 Derma Protect Fast Acting 24H moisturiser spray
'33143011000001103,Generic E45 Derma Protect Fast Acting 24H moisturiser spray
'33143211000001108,E45 Derma Protect Fast Acting 24H moisturiser spray (Reckitt Benckiser Healthcare (UK) Ltd)
'33143511000001106,E45 Derma Protect Fast Acting 24H moisturiser spray (Reckitt Benckiser Healthcare (UK) Ltd)
'33690811000001105,White soft paraffin 15% / Liquid paraffin 6% cream
'33688511000001106,White soft paraffin 15% / Liquid paraffin 6% cream
'33688811000001109,White soft paraffin 15% / Liquid paraffin 6% cream
'33688611000001105,Emcrem cream (Glenmark Pharmaceuticals Europe Ltd)
'33688711000001101,Emcrem cream (Glenmark Pharmaceuticals Europe Ltd)
'33688911000001104,Emcrem cream (Glenmark Pharmaceuticals Europe Ltd)
'34030211000001105,Generic Eucerin AntiREDNESS soothing care cream
'34028011000001101,Generic Eucerin AntiREDNESS soothing care cream
'34028111000001100,Eucerin AntiREDNESS soothing care cream (Beiersdorf UK Ltd)
'34028211000001106,Eucerin AntiREDNESS soothing care cream (Beiersdorf UK Ltd)
'34156611000001104,Generic Aveeno Bath & Shower oil
'34155911000001103,Generic Aveeno Bath & Shower oil
'34156011000001106,Aveeno Daily moisturising body cleansing oil (Johnson & Johnson Ltd)
'34156111000001107,Aveeno Daily moisturising body cleansing oil (Johnson & Johnson Ltd)
'34683511000001100,Generic Udderly Smooth moisturising cream
'34671211000001107,Generic Udderly Smooth moisturising cream
'34671311000001104,Generic Udderly Smooth moisturising cream
'34671411000001106,Udderly Smooth moisturising cream (Glanford Ltd)
'34671511000001105,Udderly Smooth moisturising cream (Glanford Ltd)
'34671611000001109,Udderly Smooth moisturising cream (Glanford Ltd)
'34769811000001108,Propylene glycol 20% / Lactic acid 3% in Generic Unguentum M cream
'34763011000001100,Propylene glycol 20% / Lactic acid 3% in Generic Unguentum M cream
'34763111000001104,Propylene glycol 20% / Lactic acid 3% in Unguentum M cream (Special Order)
'34763211000001105,Propylene glycol 20% / Lactic acid 3% in Unguentum M cream (Special Order)
'34908011000001103,Generic Clinisan emollient skin cleansing foam
'34892711000001106,Generic Clinisan emollient skin cleansing foam
'34892811000001103,Generic Clinisan emollient skin cleansing foam
'34892911000001108,Clinisan emollient skin cleansing foam (Synergy Health (UK) Ltd)
'34893011000001100,Clinisan emollient skin cleansing foam (Synergy Health (UK) Ltd)
'34893111000001104,Clinisan emollient skin cleansing foam (Synergy Health (UK) Ltd)
'35299111000001104,Generic A-Derma Exomega emollient cream
'35278011000001102,Generic A-Derma Exomega emollient cream
'35278111000001101,Generic A-Derma Exomega emollient cream
'35278211000001107,A-Derma Exomega emollient cream (Pierre Fabre Dermo-Cosmetique)
'35278311000001104,A-Derma Exomega emollient cream (Pierre Fabre Dermo-Cosmetique)
'35278411000001106,A-Derma Exomega emollient cream (Pierre Fabre Dermo-Cosmetique)
'35337411000001103,Generic Ultraveen Moisturising cream
'35337511000001104,Generic Ultraveen Moisturising cream
'35337611000001100,Ultraveen Moisturising cream (Dermatonics Ltd)
'35337711000001109,Ultraveen Moisturising cream (Dermatonics Ltd)
'35814311000001106,Generic Childs Farm unfragranced moisturising cream
'35813211000001101,Generic Childs Farm unfragranced moisturising cream
'35813311000001109,Childs Farm unfragranced moisturising cream (Childs Farm)
'35813411000001102,Childs Farm unfragranced moisturising cream (Childs Farm)
'36003411000001102,Propylene glycol 20% / Lactic acid 5% in Generic Unguentum M cream
'35990211000001104,Propylene glycol 20% / Lactic acid 5% in Generic Unguentum M cream
'35990311000001107,Propylene glycol 20% / Lactic acid 5% in Unguentum M cream (Special Order)
'35990711000001106,Propylene glycol 20% / Lactic acid 5% in Unguentum M cream (Special Order)
