SNOMEDCode,description
'18618211000001107,Vivadex 5mg capsules (Dexcel-Pharma Ltd)
'18618311000001104,Vivadex 5mg capsules (Dexcel-Pharma Ltd)
'18644711000001101,Tacrolimus 5mg capsules (A A H Pharmaceuticals Ltd)
'18644911000001104,Tacrolimus 5mg capsules (A A H Pharmaceuticals Ltd)
'19294211000001102,Tacni 5mg capsules (Teva UK Ltd)
'19294311000001105,Tacni 5mg capsules (Teva UK Ltd)
'19498011000001104,Capexion 5mg capsules (Mylan)
'19498111000001103,Capexion 5mg capsules (Mylan)
'23564611000001109,Perixis 5mg capsules (Accord Healthcare Ltd)
'23564711000001100,Perixis 5mg capsules (Accord Healthcare Ltd)
'23605811000001102,Prograf 5mg capsules (Waymade Healthcare Plc)
'23606011000001104,Prograf 5mg capsules (Waymade Healthcare Plc)
'36139311000001109,Ciclosporin 100mg/ml oral solution sugar free
'3490311000001102,Ciclosporin 100mg/ml oral solution sugar free
'3490411000001109,Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)
'3490611000001107,Neoral 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)
'3490711000001103,Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)
'3490811000001106,Sandimmun 100mg/ml oral solution (Novartis Pharmaceuticals UK Ltd)
'5305411000001102,Neoral 100mg/ml oral solution (Dowelhurst Ltd)
'5305511000001103,Neoral 100mg/ml oral solution (Dowelhurst Ltd)
'5397211000001107,Neoral 100mg/ml oral solution (Waymade Healthcare Plc)
'5397311000001104,Neoral 100mg/ml oral solution (Waymade Healthcare Plc)
'14343911000001108,Neoral 100mg/ml oral solution (Sigma Pharmaceuticals Plc)
'14344111000001107,Neoral 100mg/ml oral solution (Sigma Pharmaceuticals Plc)
'17594411000001102,Neoral 100mg/ml oral solution (Necessity Supplies Ltd)
'17594811000001100,Neoral 100mg/ml oral solution (Necessity Supplies Ltd)
'35206711000001106,Capsorin 100mg/ml oral solution (Morningside Healthcare Ltd)
'35206811000001103,Capsorin 100mg/ml oral solution (Morningside Healthcare Ltd)
'327104000,Mycophenolate mofetil 250mg capsules
'3659611000001108,Mycophenolate mofetil 250mg capsules
'3659911000001102,CellCept 250mg capsules (Roche Products Ltd)
'3660111000001104,CellCept 250mg capsules (Roche Products Ltd)
'5347111000001105,CellCept 250mg capsules (Waymade Healthcare Plc)
'5347411000001100,CellCept 250mg capsules (Waymade Healthcare Plc)
'10478811000001100,CellCept 250mg capsules (Dowelhurst Ltd)
'10479011000001101,CellCept 250mg capsules (Dowelhurst Ltd)
'13848011000001102,CellCept 250mg capsules (DE Pharmaceuticals)
'13848111000001101,CellCept 250mg capsules (DE Pharmaceuticals)
'16459511000001100,CellCept 250mg capsules (Mawdsley-Brooks & Company Ltd)
'16459611000001101,CellCept 250mg capsules (Mawdsley-Brooks & Company Ltd)
'18164111000001105,Myfenax 250mg capsules (Teva UK Ltd)
'18164211000001104,Myfenax 250mg capsules (Teva UK Ltd)
'18164311000001107,Mycophenolate mofetil 250mg capsules (Actavis UK Ltd)
'18164411000001100,Mycophenolate mofetil 250mg capsules (Actavis UK Ltd)
'18166911000001100,Arzip 250mg capsules (Zentiva)
'18167011000001101,Arzip 250mg capsules (Zentiva)
'18310411000001102,Mycophenolate mofetil 250mg capsules (A A H Pharmaceuticals Ltd)
'18310511000001103,Mycophenolate mofetil 250mg capsules (A A H Pharmaceuticals Ltd)
'18342411000001105,Mycophenolate mofetil 250mg capsules (Alliance Healthcare (Distribution) Ltd)
'18342511000001109,Mycophenolate mofetil 250mg capsules (Alliance Healthcare (Distribution) Ltd)
'18464211000001103,Mycophenolate mofetil 250mg capsules (Accord Healthcare Ltd)
'18464311000001106,Mycophenolate mofetil 250mg capsules (Accord Healthcare Ltd)
'18477711000001105,Mycophenolate mofetil 250mg capsules (Dr Reddy's Laboratories (UK) Ltd)
'18477811000001102,Mycophenolate mofetil 250mg capsules (Dr Reddy's Laboratories (UK) Ltd)
'18622711000001109,Mycophenolate mofetil 250mg capsules (Phoenix Healthcare Distribution Ltd)
'18622811000001101,Mycophenolate mofetil 250mg capsules (Phoenix Healthcare Distribution Ltd)
'18728911000001102,Mycophenolate mofetil 250mg capsules (Sigma Pharmaceuticals Plc)
'18729211000001101,Mycophenolate mofetil 250mg capsules (Sigma Pharmaceuticals Plc)
'19867411000001100,CellCept 250mg capsules (Lexon (UK) Ltd)
'19867511000001101,CellCept 250mg capsules (Lexon (UK) Ltd)
'20312011000001106,Mycophenolate mofetil 250mg capsules (Sandoz Ltd)
'20312111000001107,Mycophenolate mofetil 250mg capsules (Sandoz Ltd)
'21808611000001106,Mycophenolate mofetil 250mg capsules (Waymade Healthcare Plc)
'21808711000001102,Mycophenolate mofetil 250mg capsules (Waymade Healthcare Plc)
'21842611000001101,Mycophenolate mofetil 250mg capsules (Cubic Pharmaceuticals Ltd)
'21842811000001102,Mycophenolate mofetil 250mg capsules (Cubic Pharmaceuticals Ltd)
'22352411000001100,Mycophenolate mofetil 250mg capsules (AM Distributions (Yorkshire) Ltd)
'22352511000001101,Mycophenolate mofetil 250mg capsules (AM Distributions (Yorkshire) Ltd)
'22409911000001101,Mycophenolate mofetil 250mg capsules (DE Pharmaceuticals)
'22410011000001106,Mycophenolate mofetil 250mg capsules (DE Pharmaceuticals)
'22605811000001106,Mycophenolate mofetil 250mg capsules (Colorama Pharmaceuticals Ltd)
'22605911000001101,Mycophenolate mofetil 250mg capsules (Colorama Pharmaceuticals Ltd)
'23218811000001105,Mycophenolate mofetil 250mg capsules (J M McGill Ltd)
'23219011000001109,Mycophenolate mofetil 250mg capsules (J M McGill Ltd)
'23958811000001104,Mycophenolate mofetil 250mg capsules (Niche Pharma Ltd)
'23959011000001100,Mycophenolate mofetil 250mg capsules (Niche Pharma Ltd)
'24028011000001102,Mycophenolate mofetil 250mg capsules (CST Pharma Ltd)
'24028111000001101,Mycophenolate mofetil 250mg capsules (CST Pharma Ltd)
'24571011000001105,Mycophenolate mofetil 250mg capsules (Mawdsley-Brooks & Company Ltd)
'24571111000001106,Mycophenolate mofetil 250mg capsules (Mawdsley-Brooks & Company Ltd)
'25881711000001105,Mycophenolate mofetil 250mg capsules (Icarus Pharmaceuticals Ltd)
'25881911000001107,Mycophenolate mofetil 250mg capsules (Icarus Pharmaceuticals Ltd)
'32424411000001104,Mycophenolate mofetil 250mg capsules (Kent Pharmaceuticals Ltd)
'32424511000001100,Mycophenolate mofetil 250mg capsules (Kent Pharmaceuticals Ltd)
'36763811000001104,CellCept 250mg capsules (Originalis B.V.)
'36763911000001109,CellCept 250mg capsules (Originalis B.V.)
'327106003,Mycophenolate mofetil 500mg tablets
'3661211000001104,Mycophenolate mofetil 500mg tablets
'10480911000001102,Mycophenolate mofetil 500mg tablets
'3661611000001102,CellCept 500mg tablets (Roche Products Ltd)
'3661811000001103,CellCept 500mg tablets (Roche Products Ltd)
'5347711000001106,CellCept 500mg tablets (Waymade Healthcare Plc)
'5347811000001103,CellCept 500mg tablets (Waymade Healthcare Plc)
'10480711000001104,CellCept 500mg tablets (Dowelhurst Ltd)
'10480811000001107,CellCept 500mg tablets (Dowelhurst Ltd)
'10481011000001105,CellCept 500mg tablets (Dowelhurst Ltd)
'13848211000001107,CellCept 500mg tablets (DE Pharmaceuticals)
'13848311000001104,CellCept 500mg tablets (DE Pharmaceuticals)
'16459711000001105,CellCept 500mg tablets (Mawdsley-Brooks & Company Ltd)
'16459811000001102,CellCept 500mg tablets (Mawdsley-Brooks & Company Ltd)
'18163911000001106,Myfenax 500mg tablets (Teva UK Ltd)
'18164011000001109,Myfenax 500mg tablets (Teva UK Ltd)
'18164511000001101,Mycophenolate mofetil 500mg tablets (Actavis UK Ltd)
'18164611000001102,Mycophenolate mofetil 500mg tablets (Actavis UK Ltd)
'18166711000001102,Arzip 500mg tablets (Zentiva)
'18166811000001105,Arzip 500mg tablets (Zentiva)
'18310611000001104,Mycophenolate mofetil 500mg tablets (A A H Pharmaceuticals Ltd)
'18310711000001108,Mycophenolate mofetil 500mg tablets (A A H Pharmaceuticals Ltd)
'18342611000001108,Mycophenolate mofetil 500mg tablets (Alliance Healthcare (Distribution) Ltd)
'18342711000001104,Mycophenolate mofetil 500mg tablets (Alliance Healthcare (Distribution) Ltd)
'18412111000001102,Mycophenolate mofetil 500mg tablets (Mylan)
'18412211000001108,Mycophenolate mofetil 500mg tablets (Mylan)
'18464411000001104,Mycophenolate mofetil 500mg tablets (Accord Healthcare Ltd)
'18464511000001100,Mycophenolate mofetil 500mg tablets (Accord Healthcare Ltd)
'18477511000001100,Mycophenolate mofetil 500mg tablets (Dr Reddy's Laboratories (UK) Ltd)
'18477611000001101,Mycophenolate mofetil 500mg tablets (Dr Reddy's Laboratories (UK) Ltd)
'18622911000001106,Mycophenolate mofetil 500mg tablets (Phoenix Healthcare Distribution Ltd)
'18623011000001103,Mycophenolate mofetil 500mg tablets (Phoenix Healthcare Distribution Ltd)
'18730111000001104,Mycophenolate mofetil 500mg tablets (Sigma Pharmaceuticals Plc)
'18730411000001109,Mycophenolate mofetil 500mg tablets (Sigma Pharmaceuticals Plc)
'19429811000001107,Mycophenolate motefil 500mg tablets (Wockhardt UK Ltd)
'19429911000001102,Mycophenolate motefil 500mg tablets (Wockhardt UK Ltd)
'19867611000001102,CellCept 500mg tablets (Lexon (UK) Ltd)
'19867711000001106,CellCept 500mg tablets (Lexon (UK) Ltd)
'20312211000001101,Mycophenolate motefil 500mg tablets (Sandoz Ltd)
'20312311000001109,Mycophenolate motefil 500mg tablets (Sandoz Ltd)
'21808811000001105,Mycophenolate mofetil 500mg tablets (Waymade Healthcare Plc)
'21808911000001100,Mycophenolate mofetil 500mg tablets (Waymade Healthcare Plc)
'22464411000001109,Mycophenolate mofetil 500mg tablets (Arrow Generics Ltd)
'22464611000001107,Mycophenolate mofetil 500mg tablets (Arrow Generics Ltd)
'24405511000001101,Mycophenolate mofetil 500mg tablets (DE Pharmaceuticals)
'24405611000001102,Mycophenolate mofetil 500mg tablets (DE Pharmaceuticals)
'30849511000001103,Mycophenolate mofetil 500mg tablets (Mawdsley-Brooks & Company Ltd)
'30849611000001104,Mycophenolate mofetil 500mg tablets (Mawdsley-Brooks & Company Ltd)
'32424611000001101,Mycophenolate mofetil 500mg tablets (Kent Pharmaceuticals Ltd)
'32424711000001105,Mycophenolate mofetil 500mg tablets (Kent Pharmaceuticals Ltd)
'35725211000001106,Mycophenolate mofetil 500mg tablets (Tillomed Laboratories Ltd)
'35725311000001103,Mycophenolate mofetil 500mg tablets (Tillomed Laboratories Ltd)
'134640000,Sirolimus 1mg/ml oral solution sugar free
'4090911000001108,Sirolimus 1mg/ml oral solution sugar free
'4091011000001100,Rapamune 1mg/ml oral solution (Pfizer Ltd)
'4091111000001104,Rapamune 1mg/ml oral solution (Pfizer Ltd)
'395278001,Sirolimus 1mg tablets
'4091211000001105,Sirolimus 1mg tablets
'4091311000001102,Sirolimus 1mg tablets
'4091411000001109,Rapamune 1mg tablets (Pfizer Ltd)
'4091511000001108,Rapamune 1mg tablets (Pfizer Ltd)
'4091611000001107,Rapamune 1mg tablets (Pfizer Ltd)
'408155001,Sirolimus 2mg tablets
'4564511000001105,Sirolimus 2mg tablets
'4564611000001109,Sirolimus 2mg tablets
'4564711000001100,Rapamune 2mg tablets (Pfizer Ltd)
'4564811000001108,Rapamune 2mg tablets (Pfizer Ltd)
'4564911000001103,Rapamune 2mg tablets (Pfizer Ltd)
'11121311000001108,Rapamune 2mg tablets (Waymade Healthcare Plc)
'11121411000001101,Rapamune 2mg tablets (Waymade Healthcare Plc)
'4897811000001103,Mycophenolate mofetil 1g/5ml oral suspension sugar free
'4881111000001102,Mycophenolate mofetil 1g/5ml oral suspension sugar free
'4881311000001100,CellCept 1g/5ml oral suspension (Roche Products Ltd)
'4881411000001107,CellCept 1g/5ml oral suspension (Roche Products Ltd)
'8076911000001104,Mycophenolic acid 180mg gastro-resistant tablets
'8077211000001105,Mycophenolic acid 180mg gastro-resistant tablets
'8077511000001108,Myfortic 180mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd)
'8077611000001107,Myfortic 180mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd)
'34809211000001105,Ceptava 180mg gastro-resistant tablets (Sandoz Ltd)
'34809311000001102,Ceptava 180mg gastro-resistant tablets (Sandoz Ltd)
'34932711000001105,Mycophenolic acid 180mg gastro-resistant tablets (Accord Healthcare Ltd)
'34932811000001102,Mycophenolic acid 180mg gastro-resistant tablets (Accord Healthcare Ltd)
'35335811000001106,Mycophenolic acid 180mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
'35335911000001101,Mycophenolic acid 180mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
'8077011000001100,Mycophenolic acid 360mg gastro-resistant tablets
'8077711000001103,Mycophenolic acid 360mg gastro-resistant tablets
'8077811000001106,Myfortic 360mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd)
'8077911000001101,Myfortic 360mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd)
'34809411000001109,Ceptava 360mg gastro-resistant tablets (Sandoz Ltd)
'34809511000001108,Ceptava 360mg gastro-resistant tablets (Sandoz Ltd)
'34932911000001107,Mycophenolic acid 360mg gastro-resistant tablets (Accord Healthcare Ltd)
'34933011000001104,Mycophenolic acid 360mg gastro-resistant tablets (Accord Healthcare Ltd)
'35336011000001109,Mycophenolic acid 360mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
'35336111000001105,Mycophenolic acid 360mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)
'8281911000001107,Azathioprine 100mg/5ml oral solution
'8259711000001100,Azathioprine 100mg/5ml oral solution
'8259811000001108,Azathioprine 100mg/5ml oral solution (Special Order)
'8259911000001103,Azathioprine 100mg/5ml oral solution (Special Order)
'8282011000001100,Azathioprine 100mg/5ml oral suspension
'8260011000001101,Azathioprine 100mg/5ml oral suspension
'30822211000001106,Azathioprine 100mg/5ml oral suspension
'8260111000001100,Azathioprine 100mg/5ml oral suspension (Drug Tariff Special Order)
'8260211000001106,Azathioprine 100mg/5ml oral suspension (Drug Tariff Special Order)
'30822311000001103,Azathioprine 100mg/5ml oral suspension (Drug Tariff Special Order)
'8282311000001102,Azathioprine 120mg/5ml oral solution
'8260311000001103,Azathioprine 120mg/5ml oral solution
'8260411000001105,Azathioprine 120mg/5ml oral solution (Special Order)
'8260511000001109,Azathioprine 120mg/5ml oral solution (Special Order)
'8282411000001109,Azathioprine 120mg/5ml oral suspension
'8260711000001104,Azathioprine 120mg/5ml oral suspension
'8260811000001107,Azathioprine 120mg/5ml oral suspension (Special Order)
'8261011000001105,Azathioprine 120mg/5ml oral suspension (Special Order)
'8282911000001101,Azathioprine 150mg/5ml oral solution
'8261111000001106,Azathioprine 150mg/5ml oral solution
'8261211000001100,Azathioprine 150mg/5ml oral solution (Special Order)
'8261411000001101,Azathioprine 150mg/5ml oral solution (Special Order)
'8282711000001103,Azathioprine 13mg/5ml oral solution
'8261811000001104,Azathioprine 13mg/5ml oral solution
'8262111000001101,Azathioprine 13mg/5ml oral solution (Special Order)
'8262211000001107,Azathioprine 13mg/5ml oral solution (Special Order)
'8283011000001109,Azathioprine 150mg/5ml oral suspension
'8262411000001106,Azathioprine 150mg/5ml oral suspension
'8262911000001103,Azathioprine 150mg/5ml oral suspension (Special Order)
'8263811000001100,Azathioprine 150mg/5ml oral suspension (Special Order)
'8283111000001105,Azathioprine 15mg/5ml oral solution
'8262711000001100,Azathioprine 15mg/5ml oral solution
'8263111000001107,Azathioprine 15mg/5ml oral solution (Special Order)
'8263411000001102,Azathioprine 15mg/5ml oral solution (Special Order)
'8282111000001104,Azathioprine 10mg/5ml oral solution
'8262611000001109,Azathioprine 10mg/5ml oral solution
'8262811000001108,Azathioprine 10mg/5ml oral solution (Special Order)
'8263311000001109,Azathioprine 10mg/5ml oral solution (Special Order)
'8282811000001106,Azathioprine 13mg/5ml oral suspension
'8263011000001106,Azathioprine 13mg/5ml oral suspension
'8263511000001103,Azathioprine 13mg/5ml oral suspension (Special Order)
'8263711000001108,Azathioprine 13mg/5ml oral suspension (Special Order)
'8282211000001105,Azathioprine 10mg/5ml oral suspension
'8263911000001105,Azathioprine 10mg/5ml oral suspension
'8264111000001109,Azathioprine 10mg/5ml oral suspension (Special Order)
'8264211000001103,Azathioprine 10mg/5ml oral suspension (Special Order)
'8283211000001104,Azathioprine 15mg/5ml oral suspension
'8264011000001108,Azathioprine 15mg/5ml oral suspension
'8264311000001106,Azathioprine 15mg/5ml oral suspension (Special Order)
'8264411000001104,Azathioprine 15mg/5ml oral suspension (Special Order)
'8283311000001107,Azathioprine 17.5mg/5ml oral solution
'8264511000001100,Azathioprine 17.5mg/5ml oral solution
'8264611000001101,Azathioprine 17.5mg/5ml oral solution (Special Order)
'8265111000001108,Azathioprine 17.5mg/5ml oral solution (Special Order)
'8283511000001101,Azathioprine 2.5mg/5ml oral solution
'8265811000001101,Azathioprine 2.5mg/5ml oral solution
'8265911000001106,Azathioprine 2.5mg/5ml oral solution (Special Order)
'8266911000001104,Azathioprine 2.5mg/5ml oral solution (Special Order)
'8282511000001108,Azathioprine 12mg/5ml oral solution
'8264911000001107,Azathioprine 12mg/5ml oral solution
'8265411000001103,Azathioprine 12mg/5ml oral solution (Special Order)
'8265611000001100,Azathioprine 12mg/5ml oral solution (Special Order)
'8283411000001100,Azathioprine 17.5mg/5ml oral suspension
'8265711000001109,Azathioprine 17.5mg/5ml oral suspension
'8266011000001103,Azathioprine 17.5mg/5ml oral suspension (Special Order)
'8267011000001100,Azathioprine 17.5mg/5ml oral suspension (Special Order)
'8282611000001107,Azathioprine 12mg/5ml oral suspension
'8266511000001106,Azathioprine 12mg/5ml oral suspension
'8266211000001108,Azathioprine 12mg/5ml oral suspension (Special Order)
'8266811000001109,Azathioprine 12mg/5ml oral suspension (Special Order)
'8283811000001103,Azathioprine 20mg/5ml oral solution
'8266611000001105,Azathioprine 20mg/5ml oral solution
'8267211000001105,Azathioprine 20mg/5ml oral solution (Special Order)
'8267411000001109,Azathioprine 20mg/5ml oral solution (Special Order)
'8283611000001102,Azathioprine 2.5mg/5ml oral suspension
'8267711000001103,Azathioprine 2.5mg/5ml oral suspension
'8267811000001106,Azathioprine 2.5mg/5ml oral suspension (Special Order)
'8268011000001104,Azathioprine 2.5mg/5ml oral suspension (Special Order)
'8283911000001108,Azathioprine 20mg/5ml oral suspension
'8267911000001101,Azathioprine 20mg/5ml oral suspension
'30822911000001102,Azathioprine 20mg/5ml oral suspension
'8268111000001103,Azathioprine 20mg/5ml oral suspension (Drug Tariff Special Order)
'8268211000001109,Azathioprine 20mg/5ml oral suspension (Drug Tariff Special Order)
'30823011000001105,Azathioprine 20mg/5ml oral suspension (Drug Tariff Special Order)
'8284011000001106,Azathioprine 25mg/5ml oral solution
'8268311000001101,Azathioprine 25mg/5ml oral solution
'8268711000001102,Azathioprine 25mg/5ml oral solution (Special Order)
'8268811000001105,Azathioprine 25mg/5ml oral solution (Special Order)
'8284211000001101,Azathioprine 30mg/5ml oral solution
'8268411000001108,Azathioprine 30mg/5ml oral solution
'8268511000001107,Azathioprine 30mg/5ml oral solution (Special Order)
'8268611000001106,Azathioprine 30mg/5ml oral solution (Special Order)
'8308811000001100,Azathioprine 30mg/5ml oral suspension
'8268911000001100,Azathioprine 30mg/5ml oral suspension
'8269111000001105,Azathioprine 30mg/5ml oral suspension (Special Order)
'8269911000001108,Azathioprine 30mg/5ml oral suspension (Special Order)
'8284111000001107,Azathioprine 25mg/5ml oral suspension
'8269011000001109,Azathioprine 25mg/5ml oral suspension
'21630311000001103,Azathioprine 25mg/5ml oral suspension
'27875711000001103,Azathioprine 25mg/5ml oral suspension
'8269711000001106,Azathioprine 25mg/5ml oral suspension (Drug Tariff Special Order)
'8270611000001100,Azathioprine 25mg/5ml oral suspension (Drug Tariff Special Order)
'21630411000001105,Azathioprine 25mg/5ml oral suspension (Drug Tariff Special Order)
'27875811000001106,Azathioprine 25mg/5ml oral suspension (Drug Tariff Special Order)
'8308711000001108,Azathioprine 40mg/5ml oral solution
'8270811000001101,Azathioprine 40mg/5ml oral solution
'8272311000001109,Azathioprine 40mg/5ml oral solution (Special Order)
'8273311000001104,Azathioprine 40mg/5ml oral solution (Special Order)
'8308311000001109,Azathioprine 5mg/5ml oral solution
'8272611000001104,Azathioprine 5mg/5ml oral solution
'8273411000001106,Azathioprine 5mg/5ml oral solution (Special Order)
'8273711000001100,Azathioprine 5mg/5ml oral solution (Special Order)
'8308511000001103,Azathioprine 50mg/5ml oral solution
'8274211000001105,Azathioprine 50mg/5ml oral solution
'8274811000001106,Azathioprine 50mg/5ml oral solution (Special Order)
'8275611000001108,Azathioprine 50mg/5ml oral solution (Special Order)
'8308211000001101,Azathioprine 5mg/5ml oral suspension
'8275211000001106,Azathioprine 5mg/5ml oral suspension
'8275911000001102,Azathioprine 5mg/5ml oral suspension (Special Order)
'8276411000001101,Azathioprine 5mg/5ml oral suspension (Special Order)
'8308611000001104,Azathioprine 40mg/5ml oral suspension
'8276511000001102,Azathioprine 40mg/5ml oral suspension
'8277711000001105,Azathioprine 40mg/5ml oral suspension (Special Order)
'8279011000001104,Azathioprine 40mg/5ml oral suspension (Special Order)
'8308411000001102,Azathioprine 50mg/5ml oral suspension
'8277611000001101,Azathioprine 50mg/5ml oral suspension
'19605411000001102,Azathioprine 50mg/5ml oral suspension
'19933211000001105,Azathioprine 50mg/5ml oral suspension
'8278511000001101,Azathioprine 50mg/5ml oral suspension (Drug Tariff Special Order)
'8279211000001109,Azathioprine 50mg/5ml oral suspension (Drug Tariff Special Order)
'19605511000001103,Azathioprine 50mg/5ml oral suspension (Drug Tariff Special Order)
'19933311000001102,Azathioprine 50mg/5ml oral suspension (Drug Tariff Special Order)
'8307911000001109,Azathioprine 75mg/5ml oral solution
'8278911000001108,Azathioprine 75mg/5ml oral solution
'8279411000001108,Azathioprine 75mg/5ml oral solution (Special Order)
'8279611000001106,Azathioprine 75mg/5ml oral solution (Special Order)
'8307811000001104,Azathioprine 75mg/5ml oral suspension
'8280111000001103,Azathioprine 75mg/5ml oral suspension
'8280411000001108,Azathioprine 75mg/5ml oral suspension (Special Order)
'8280911000001100,Azathioprine 75mg/5ml oral suspension (Special Order)
'8308111000001107,Azathioprine 60mg/5ml oral solution
'8288211000001107,Azathioprine 60mg/5ml oral solution
'8288511000001105,Azathioprine 60mg/5ml oral solution (Special Order)
'8289111000001108,Azathioprine 60mg/5ml oral solution (Special Order)
'8308011000001106,Azathioprine 60mg/5ml oral suspension
'8289911000001106,Azathioprine 60mg/5ml oral suspension
'8290111000001102,Azathioprine 60mg/5ml oral suspension (Special Order)
'8290211000001108,Azathioprine 60mg/5ml oral suspension (Special Order)
'8307711000001107,Azathioprine 90mg/5ml oral solution
'8291211000001102,Azathioprine 90mg/5ml oral solution
'8291411000001103,Azathioprine 90mg/5ml oral solution (Special Order)
'8291511000001104,Azathioprine 90mg/5ml oral solution (Special Order)
'8307511000001102,Azathioprine 90mg/5ml oral suspension
'8292011000001104,Azathioprine 90mg/5ml oral suspension
'8292211000001109,Azathioprine 90mg/5ml oral suspension (Special Order)
'8292611000001106,Azathioprine 90mg/5ml oral suspension (Special Order)
'8726211000001106,Tacrolimus 2.5mg/5ml oral solution
'8708111000001108,Tacrolimus 2.5mg/5ml oral solution
'8708211000001102,Tacrolimus 2.5mg/5ml oral solution (Special Order)
'8708311000001105,Tacrolimus 2.5mg/5ml oral solution (Special Order)
'8726011000001101,Tacrolimus 2.5mg/5ml oral suspension
'8708711000001109,Tacrolimus 2.5mg/5ml oral suspension
'20433211000001105,Tacrolimus 2.5mg/5ml oral suspension
'8708811000001101,Tacrolimus 2.5mg/5ml oral suspension (Special Order)
'8709111000001101,Tacrolimus 2.5mg/5ml oral suspension (Special Order)
'20433311000001102,Tacrolimus 2.5mg/5ml oral suspension (Special Order)
'8791311000001100,Azathioprine 10mg capsules
'8733411000001102,Azathioprine 10mg capsules
'8733511000001103,Azathioprine 10mg capsules (Special Order)
'8733611000001104,Azathioprine 10mg capsules (Special Order)
'8791511000001106,Azathioprine 5mg capsules
'8742811000001109,Azathioprine 5mg capsules
'8742911000001104,Azathioprine 5mg capsules (Special Order)
'8743111000001108,Azathioprine 5mg capsules (Special Order)
'8791411000001107,Azathioprine 30mg capsules
'8743011000001107,Azathioprine 30mg capsules
'8743211000001102,Azathioprine 30mg capsules (Special Order)
'8743311000001105,Azathioprine 30mg capsules (Special Order)
'8823011000001106,Tacrolimus 5mg/5ml oral suspension
'8822611000001109,Tacrolimus 5mg/5ml oral suspension
'19600711000001103,Tacrolimus 5mg/5ml oral suspension
'33748711000001101,Tacrolimus 5mg/5ml oral suspension
'8822711000001100,Tacrolimus 5mg/5ml oral suspension (Special Order)
'8822811000001108,Tacrolimus 5mg/5ml oral suspension (Special Order)
'19600811000001106,Tacrolimus 5mg/5ml oral suspension (Special Order)
'33748811000001109,Tacrolimus 5mg/5ml oral suspension (Special Order)
'11649611000001104,Tacrolimus 500microgram modified-release capsules
'11619111000001100,Tacrolimus 500microgram modified-release capsules
'11619211000001106,Advagraf 0.5mg modified-release capsules (Astellas Pharma Ltd)
'11619311000001103,Advagraf 0.5mg modified-release capsules (Astellas Pharma Ltd)
'17489511000001107,Advagraf 0.5mg modified-release capsules (Mawdsley-Brooks & Company Ltd)
'17489811000001105,Advagraf 0.5mg modified-release capsules (Mawdsley-Brooks & Company Ltd)
'11649511000001103,Tacrolimus 1mg modified-release capsules
'11619411000001105,Tacrolimus 1mg modified-release capsules
'11619511000001109,Tacrolimus 1mg modified-release capsules
'14050811000001107,Tacrolimus 1mg modified-release capsules
'14051311000001108,Tacrolimus 1mg modified-release capsules
'11619611000001108,Advagraf 1mg modified-release capsules (Astellas Pharma Ltd)
'11619711000001104,Advagraf 1mg modified-release capsules (Astellas Pharma Ltd)
'11619811000001107,Advagraf 1mg modified-release capsules (Astellas Pharma Ltd)
'14051111000001106,Advagraf 1mg modified-release capsules (Sigma Pharmaceuticals Plc)
'19691711000001109,Advagraf 1mg modified-release capsules (Sigma Pharmaceuticals Plc)
'14051211000001100,Advagraf 1mg modified-release capsules (Sigma Pharmaceuticals Plc)
'14051411000001101,Advagraf 1mg modified-release capsules (Sigma Pharmaceuticals Plc)
'16135911000001105,Advagraf 1mg modified-release capsules (Lexon (UK) Ltd)
'16136011000001102,Advagraf 1mg modified-release capsules (Lexon (UK) Ltd)
'16136111000001101,Advagraf 1mg modified-release capsules (Lexon (UK) Ltd)
'17489311000001101,Advagraf 1mg modified-release capsules (Mawdsley-Brooks & Company Ltd)
'17489411000001108,Advagraf 1mg modified-release capsules (Mawdsley-Brooks & Company Ltd)
'17577911000001108,Advagraf 1mg modified-release capsules (Necessity Supplies Ltd)
'17578011000001105,Advagraf 1mg modified-release capsules (Necessity Supplies Ltd)
'17578211000001100,Advagraf 1mg modified-release capsules (Necessity Supplies Ltd)
'30033711000001105,Advagraf 1mg modified-release capsules (Waymade Healthcare Plc)
'30033811000001102,Advagraf 1mg modified-release capsules (Waymade Healthcare Plc)
'11649711000001108,Tacrolimus 5mg modified-release capsules
'11619911000001102,Tacrolimus 5mg modified-release capsules
'14051511000001102,Tacrolimus 5mg modified-release capsules
'11620011000001100,Advagraf 5mg modified-release capsules (Astellas Pharma Ltd)
'11620111000001104,Advagraf 5mg modified-release capsules (Astellas Pharma Ltd)
'14051611000001103,Advagraf 5mg modified-release capsules (Sigma Pharmaceuticals Plc)
'14051711000001107,Advagraf 5mg modified-release capsules (Sigma Pharmaceuticals Plc)
