SNOMEDCode,description
'31894511000001102,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd)
'3288911000001104,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd)
'3289111000001109,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd)
'3289211000001103,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd)
'15473011000001105,Dexamethasone 500microgram tablets (Alliance Healthcare (Distribution) Ltd)
'15245611000001104,Dexamethasone 500microgram tablets (Essential Generics Ltd)
'15245911000001105,Dexamethasone 500microgram tablets (Essential Generics Ltd)
'24672711000001108,Dexamethasone 500microgram tablets (Teva UK Ltd)
'24672811000001100,Dexamethasone 500microgram tablets (Teva UK Ltd)
'29803711000001101,Dexamethasone 500microgram tablets (Sigma Pharmaceuticals Plc)
'29803911000001104,Dexamethasone 500microgram tablets (Sigma Pharmaceuticals Plc)
'29804011000001101,Dexamethasone 500microgram tablets (Sigma Pharmaceuticals Plc)
'30047811000001109,Dexamethasone 500microgram tablets (DE Pharmaceuticals)
'30047911000001104,Dexamethasone 500microgram tablets (DE Pharmaceuticals)
'32064711000001105,Dexamethasone 500microgram tablets (Aspire Pharma Ltd)
'32064811000001102,Dexamethasone 500microgram tablets (Aspire Pharma Ltd)
'32482711000001109,Dexamethasone 500microgram tablets (Aspire Pharma Ltd)
'35477511000001105,Dexamethasone 500microgram tablets (Consilient Health Ltd)
'35477611000001109,Dexamethasone 500microgram tablets (Consilient Health Ltd)
'325356003,Dexamethasone 2mg tablets
'3289811000001102,Dexamethasone 2mg tablets
'3289911000001107,Dexamethasone 2mg tablets
'3290011000001104,Dexamethasone 2mg tablets
'3290311000001101,Dexamethasone 2mg tablets (A A H Pharmaceuticals Ltd)
'3290911000001100,Dexamethasone 2mg tablets (A A H Pharmaceuticals Ltd)
'3291011000001108,Dexamethasone 2mg tablets (A A H Pharmaceuticals Ltd)
'3291111000001109,Dexamethasone 2mg tablets (A A H Pharmaceuticals Ltd)
'3291411000001104,Dexamethasone 2mg tablets (Aspen Pharma Trading Ltd)
'3291511000001100,Dexamethasone 2mg tablets (Aspen Pharma Trading Ltd)
'3291811000001102,Dexamethasone 2mg tablets (Aspen Pharma Trading Ltd)
'3291911000001107,Dexamethasone 2mg tablets (Aspen Pharma Trading Ltd)
'3292011000001100,Dexamethasone 2mg tablets (Alliance Healthcare (Distribution) Ltd)
'3292111000001104,Dexamethasone 2mg tablets (Alliance Healthcare (Distribution) Ltd)
'3292411000001109,Dexamethasone 2mg tablets (Alliance Healthcare (Distribution) Ltd)
'3292611000001107,Dexamethasone 2mg tablets (Alliance Healthcare (Distribution) Ltd)
'15104911000001100,Dexamethasone 2mg tablets (Sigma Pharmaceuticals Plc)
'15105111000001104,Dexamethasone 2mg tablets (Sigma Pharmaceuticals Plc)
'15105311000001102,Dexamethasone 2mg tablets (Sigma Pharmaceuticals Plc)
'15105611000001107,Dexamethasone 2mg tablets (Sigma Pharmaceuticals Plc)
'15628711000001100,Dexamethasone 2mg tablets (Teva UK Ltd)
'15628911000001103,Dexamethasone 2mg tablets (Teva UK Ltd)
'15629211000001102,Dexamethasone 2mg tablets (Teva UK Ltd)
'15629311000001105,Dexamethasone 2mg tablets (Teva UK Ltd)
'17890811000001109,Dexamethasone 2mg tablets (Phoenix Healthcare Distribution Ltd)
'17890911000001104,Dexamethasone 2mg tablets (Phoenix Healthcare Distribution Ltd)
'17891011000001107,Dexamethasone 2mg tablets (Phoenix Healthcare Distribution Ltd)
'17891111000001108,Dexamethasone 2mg tablets (Phoenix Healthcare Distribution Ltd)
'17967911000001107,Dexamethasone 2mg tablets (Almus Pharmaceuticals Ltd)
'17968011000001109,Dexamethasone 2mg tablets (Almus Pharmaceuticals Ltd)
'17968111000001105,Dexamethasone 2mg tablets (Almus Pharmaceuticals Ltd)
'21925111000001105,Dexamethasone 2mg tablets (Waymade Healthcare Plc)
'21925211000001104,Dexamethasone 2mg tablets (Waymade Healthcare Plc)
'21925311000001107,Dexamethasone 2mg tablets (Waymade Healthcare Plc)
'23968511000001105,Dexamethasone 2mg tablets (DE Pharmaceuticals)
'23968611000001109,Dexamethasone 2mg tablets (DE Pharmaceuticals)
'23968711000001100,Dexamethasone 2mg tablets (DE Pharmaceuticals)
'30809411000001107,Dexamethasone 2mg tablets (Mawdsley-Brooks & Company Ltd)
'30809511000001106,Dexamethasone 2mg tablets (Mawdsley-Brooks & Company Ltd)
'30809611000001105,Dexamethasone 2mg tablets (Mawdsley-Brooks & Company Ltd)
'32404811000001106,Dexamethasone 2mg tablets (Kent Pharmaceuticals Ltd)
'32404911000001101,Dexamethasone 2mg tablets (Kent Pharmaceuticals Ltd)
'33634511000001106,Dexamethasone 2mg tablets (Actavis UK Ltd)
'33634611000001105,Dexamethasone 2mg tablets (Actavis UK Ltd)
'33634711000001101,Dexamethasone 2mg tablets (Actavis UK Ltd)
'34045511000001104,Dexamethasone 2mg tablets (Aspire Pharma Ltd)
'34045611000001100,Dexamethasone 2mg tablets (Aspire Pharma Ltd)
'325349009,Cortisone 25mg tablets
'3669411000001104,Cortisone 25mg tablets
'20093611000001107,Cortisone 25mg tablets
'3669611000001101,Cortisone 25mg tablets (A A H Pharmaceuticals Ltd)
'3669811000001102,Cortisone 25mg tablets (A A H Pharmaceuticals Ltd)
'3670511000001103,Cortisone 25mg tablets (Alliance Healthcare (Distribution) Ltd)
'3671111000001101,Cortisone 25mg tablets (Alliance Healthcare (Distribution) Ltd)
'11556011000001106,Cortisone 25mg tablets (Sanofi)
'11556111000001107,Cortisone 25mg tablets (Sanofi)
'20093711000001103,Cortisone 25mg tablets (Special Order)
'20093811000001106,Cortisone 25mg tablets (Special Order)
'325344004,Betamethasone 500microgram soluble tablets sugar free
'3694711000001106,Betamethasone 500microgram soluble tablets sugar free
'3694811000001103,Betnesol 500microgram soluble tablets (Focus Pharmaceuticals Ltd)
'3694911000001108,Betnesol 500microgram soluble tablets (Focus Pharmaceuticals Ltd)
'19280911000001102,Betnesol 500microgram soluble tablets (Waymade Healthcare Plc)
'19281011000001105,Betnesol 500microgram soluble tablets (Waymade Healthcare Plc)
'21142211000001109,Betamethasone 500microgram soluble tablets sugar free (RPH Pharmaceuticals AB)
'21142311000001101,Betamethasone 500microgram soluble tablets sugar free (RPH Pharmaceuticals AB)
'21229111000001106,Betamethasone 500microgram soluble tablets sugar free (A A H Pharmaceuticals Ltd)
'21229211000001100,Betamethasone 500microgram soluble tablets sugar free (A A H Pharmaceuticals Ltd)
'21232511000001108,Betamethasone 500microgram soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
'21232711000001103,Betamethasone 500microgram soluble tablets sugar free (Alliance Healthcare (Distribution) Ltd)
'22203611000001106,Betamethasone 500microgram soluble tablets sugar free (Phoenix Healthcare Distribution Ltd)
'22203711000001102,Betamethasone 500microgram soluble tablets sugar free (Phoenix Healthcare Distribution Ltd)
'325472005,Deflazacort 6mg tablets
'3756211000001108,Deflazacort 6mg tablets
'3756411000001107,Calcort 6mg tablets (Sanofi)
'3756611000001105,Calcort 6mg tablets (Sanofi)
'30020511000001109,Calcort 6mg tablets (Lexon (UK) Ltd)
'30020611000001108,Calcort 6mg tablets (Lexon (UK) Ltd)
'30269811000001102,Calcort 6mg tablets (Waymade Healthcare Plc)
'30269911000001107,Calcort 6mg tablets (Waymade Healthcare Plc)
'35912611000001102,Budesonide 3mg gastro-resistant modified-release capsules
'3765711000001102,Budesonide 3mg gastro-resistant modified-release capsules
'5362911000001103,Budesonide 3mg gastro-resistant modified-release capsules
'10536111000001104,Budesonide 3mg gastro-resistant modified-release capsules
'19963511000001104,Budesonide 3mg gastro-resistant modified-release capsules
'325345003,Betamethasone 500microgram tablets
'3804111000001100,Betamethasone 500microgram tablets
'3804311000001103,Betnelan 500microgram tablets (Focus Pharmaceuticals Ltd)
'3804411000001105,Betnelan 500microgram tablets (Focus Pharmaceuticals Ltd)
'317446001,Budesonide 3mg gastro-resistant capsules
'3807511000001101,Budesonide 3mg gastro-resistant capsules
'325476008,Deflazacort 1mg tablets
'3850611000001105,Deflazacort 1mg tablets
'15449711000001109,Deflazacort 1mg tablets
'3850711000001101,Calcort 1mg tablets (Shire Pharmaceuticals Ltd)
'3850911000001104,Calcort 1mg tablets (Shire Pharmaceuticals Ltd)
'15449611000001100,Deflazacort 1mg tablets (Special Order)
'15449811000001101,Deflazacort 1mg tablets (Special Order)
'325366006,Dexamethasone 2mg/5ml oral solution sugar free
'3851411000001103,Dexamethasone 2mg/5ml oral solution sugar free
'21609211000001107,Dexamethasone 2mg/5ml oral solution sugar free
'3851611000001100,Dexsol 2mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)
'3851811000001101,Dexsol 2mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)
'21609411000001106,Dexsol 2mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)
'10528411000001108,Dexamethasone 2mg/5ml oral solution sugar free (Waymade Healthcare Plc)
'10529011000001109,Dexamethasone 2mg/5ml oral solution sugar free (Waymade Healthcare Plc)
'19792911000001107,Martapan 2mg/5ml oral solution (Martindale Pharmaceuticals Ltd)
'19793011000001104,Martapan 2mg/5ml oral solution (Martindale Pharmaceuticals Ltd)
'21926211000001105,Dexamethasone 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'22679411000001103,Dexamethasone 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'21926311000001102,Dexamethasone 2mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
'22404911000001102,Dexamethasone 2mg/5ml oral solution sugar free (Advanz Pharma)
'22405011000001102,Dexamethasone 2mg/5ml oral solution sugar free (Advanz Pharma)
'23590911000001106,Dexamethasone 2mg/5ml oral solution sugar free (Waymade Healthcare Plc)
'23591011000001103,Dexamethasone 2mg/5ml oral solution sugar free (Waymade Healthcare Plc)
'23968311000001104,Dexamethasone 2mg/5ml oral solution sugar free (DE Pharmaceuticals)
'23968411000001106,Dexamethasone 2mg/5ml oral solution sugar free (DE Pharmaceuticals)
'30046611000001108,Dexamethasone 2mg/5ml oral solution sugar free (DE Pharmaceuticals)
'24648711000001107,Dexamethasone 2mg/5ml oral solution sugar free (Teva UK Ltd)
'24648811000001104,Dexamethasone 2mg/5ml oral solution sugar free (Teva UK Ltd)
'29803511000001106,Dexamethasone 2mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
'29803611000001105,Dexamethasone 2mg/5ml oral solution sugar free (Sigma Pharmaceuticals Plc)
'325474006,Deflazacort 30mg tablets
'3960011000001101,Deflazacort 30mg tablets
'3960211000001106,Calcort 30mg tablets (Shire Pharmaceuticals Ltd)
'3960411000001105,Calcort 30mg tablets (Shire Pharmaceuticals Ltd)
'325411009,Methylprednisolone 2mg tablets
'4051011000001106,Methylprednisolone 2mg tablets
'4051211000001101,Medrone 2mg tablets (Pfizer Ltd)
'4051411000001102,Medrone 2mg tablets (Pfizer Ltd)
'325412002,Methylprednisolone 4mg tablets
'4051511000001103,Methylprednisolone 4mg tablets
'4051611000001104,Medrone 4mg tablets (Pfizer Ltd)
'4051711000001108,Medrone 4mg tablets (Pfizer Ltd)
'325413007,Methylprednisolone 16mg tablets
'4051811000001100,Methylprednisolone 16mg tablets
'4051911000001105,Medrone 16mg tablets (Pfizer Ltd)
'4052011000001103,Medrone 16mg tablets (Pfizer Ltd)
'325410005,Methylprednisolone 100mg tablets
'4052111000001102,Methylprednisolone 100mg tablets
'4052211000001108,Medrone 100mg tablets (Pfizer Ltd)
'4052311000001100,Medrone 100mg tablets (Pfizer Ltd)
'17516611000001107,Medrone 100mg tablets (Mawdsley-Brooks & Company Ltd)
'17516711000001103,Medrone 100mg tablets (Mawdsley-Brooks & Company Ltd)
'17570011000001108,Medrone 100mg tablets (Sigma Pharmaceuticals Plc)
'17570111000001109,Medrone 100mg tablets (Sigma Pharmaceuticals Plc)
'18592011000001106,Medrone 100mg tablets (DE Pharmaceuticals)
'18592111000001107,Medrone 100mg tablets (DE Pharmaceuticals)
'36815111000001106,Medrone 100mg tablets (Originalis B.V.)
'36815311000001108,Medrone 100mg tablets (Originalis B.V.)
'325445002,Prednisolone 50mg tablets
'4752511000001108,Prednisolone 50mg tablets
'4752611000001107,Prednisolone 50mg tablets (A A H Pharmaceuticals Ltd)
'4752711000001103,Prednisolone 50mg tablets (A A H Pharmaceuticals Ltd)
'4752811000001106,Prednisolone 50mg tablets (Approved Prescription Services Ltd)
'4752911000001101,Prednisolone 50mg tablets (Approved Prescription Services Ltd)
'8450411000001102,Cortisone 5mg/5ml oral suspension
'8406611000001105,Cortisone 5mg/5ml oral suspension
'8406711000001101,Cortisone 5mg/5ml oral suspension (Special Order)
'8406811000001109,Cortisone 5mg/5ml oral suspension (Special Order)
'8429111000001103,Dexamethasone 1mg/5ml oral solution
'8422311000001109,Dexamethasone 1mg/5ml oral solution
'8422611000001104,Dexamethasone 1mg/5ml oral solution (Special Order)
'8422711000001108,Dexamethasone 1mg/5ml oral solution (Special Order)
'8429011000001104,Dexamethasone 1mg/5ml oral suspension
'8422911000001105,Dexamethasone 1mg/5ml oral suspension
'8423211000001107,Dexamethasone 1mg/5ml oral suspension (Special Order)
'8423311000001104,Dexamethasone 1mg/5ml oral suspension (Special Order)
'8429311000001101,Dexamethasone 100micrograms/5ml oral solution
'8423511000001105,Dexamethasone 100micrograms/5ml oral solution
'8423711000001100,Dexamethasone 100micrograms/5ml oral solution (Special Order)
'8423811000001108,Dexamethasone 100micrograms/5ml oral solution (Special Order)
'8428911000001108,Dexamethasone 200micrograms/5ml oral solution
'8423911000001103,Dexamethasone 200micrograms/5ml oral solution
'8424011000001100,Dexamethasone 200micrograms/5ml oral solution (Special Order)
'8424111000001104,Dexamethasone 200micrograms/5ml oral solution (Special Order)
'8429211000001109,Dexamethasone 100micrograms/5ml oral suspension
'8424211000001105,Dexamethasone 100micrograms/5ml oral suspension
'8424611000001107,Dexamethasone 100micrograms/5ml oral suspension (Special Order)
'8424711000001103,Dexamethasone 100micrograms/5ml oral suspension (Special Order)
'8428811000001103,Dexamethasone 200micrograms/5ml oral suspension
'8424311000001102,Dexamethasone 200micrograms/5ml oral suspension
'8424411000001109,Dexamethasone 200micrograms/5ml oral suspension (Special Order)
'8424511000001108,Dexamethasone 200micrograms/5ml oral suspension (Special Order)
'8452111000001106,Dexamethasone 2.5mg/5ml oral solution
'8432211000001104,Dexamethasone 2.5mg/5ml oral solution
'8432311000001107,Dexamethasone 2.5mg/5ml oral solution (Special Order)
'8432511000001101,Dexamethasone 2.5mg/5ml oral solution (Special Order)
'8452411000001101,Dexamethasone 5mg/5ml oral solution
'8432411000001100,Dexamethasone 5mg/5ml oral solution
'8432811000001103,Dexamethasone 5mg/5ml oral solution (Special Order)
'8433111000001104,Dexamethasone 5mg/5ml oral solution (Special Order)
'325365005,Dexamethasone 500micrograms/5ml oral solution
'8432611000001102,Dexamethasone 500micrograms/5ml oral solution
'8433011000001100,Dexamethasone 500micrograms/5ml oral solution (Special Order)
'8433411000001109,Dexamethasone 500micrograms/5ml oral solution (Special Order)
'8452211000001100,Dexamethasone 2.5mg/5ml oral suspension
'8432711000001106,Dexamethasone 2.5mg/5ml oral suspension
'8432911000001108,Dexamethasone 2.5mg/5ml oral suspension (Special Order)
'8433211000001105,Dexamethasone 2.5mg/5ml oral suspension (Special Order)
'8452511000001102,Dexamethasone 5mg/5ml oral suspension
'8433311000001102,Dexamethasone 5mg/5ml oral suspension
'8433511000001108,Dexamethasone 5mg/5ml oral suspension (Special Order)
'8433911000001101,Dexamethasone 5mg/5ml oral suspension (Special Order)
'8452311000001108,Dexamethasone 500micrograms/5ml oral suspension
'8434211000001108,Dexamethasone 500micrograms/5ml oral suspension
'8434811000001109,Dexamethasone 500micrograms/5ml oral suspension (Special Order)
'8435311000001101,Dexamethasone 500micrograms/5ml oral suspension (Special Order)
'8515311000001100,Fludrocortisone 100micrograms/5ml oral suspension
'8477811000001103,Fludrocortisone 100micrograms/5ml oral suspension
'27876911000001108,Fludrocortisone 100micrograms/5ml oral suspension
'8477911000001108,Fludrocortisone 100micrograms/5ml oral suspension (Drug Tariff Special Order)
'8478211000001100,Fludrocortisone 100micrograms/5ml oral suspension (Drug Tariff Special Order)
'27877011000001107,Fludrocortisone 100micrograms/5ml oral suspension (Drug Tariff Special Order)
'8515411000001107,Fludrocortisone 125micrograms/5ml oral suspension
'8478711000001107,Fludrocortisone 125micrograms/5ml oral suspension
'8478811000001104,Fludrocortisone 125micrograms/5ml oral suspension (Special Order)
'8479011000001100,Fludrocortisone 125micrograms/5ml oral suspension (Special Order)
'8515911000001104,Fludrocortisone 400micrograms/5ml oral suspension
'8480011000001100,Fludrocortisone 400micrograms/5ml oral suspension
'8480311000001102,Fludrocortisone 400micrograms/5ml oral suspension (Special Order)
'8480511000001108,Fludrocortisone 400micrograms/5ml oral suspension (Special Order)
'8515711000001101,Fludrocortisone 250micrograms/5ml oral suspension
'8480111000001104,Fludrocortisone 250micrograms/5ml oral suspension
'8480211000001105,Fludrocortisone 250micrograms/5ml oral suspension (Special Order)
'8480411000001109,Fludrocortisone 250micrograms/5ml oral suspension (Special Order)
'8516011000001107,Fludrocortisone 500micrograms/5ml oral suspension
'8480611000001107,Fludrocortisone 500micrograms/5ml oral suspension
'8480811000001106,Fludrocortisone 500micrograms/5ml oral suspension (Special Order)
'8481111000001105,Fludrocortisone 500micrograms/5ml oral suspension (Special Order)
'8515811000001109,Fludrocortisone 25micrograms/5ml oral suspension
'8480711000001103,Fludrocortisone 25micrograms/5ml oral suspension
'22215311000001103,Fludrocortisone 25micrograms/5ml oral suspension
'8481411000001100,Fludrocortisone 25micrograms/5ml oral suspension (Special Order)
'8481811000001103,Fludrocortisone 25micrograms/5ml oral suspension (Special Order)
'22215411000001105,Fludrocortisone 25micrograms/5ml oral suspension (Special Order)
'8516111000001108,Fludrocortisone 50micrograms/5ml oral suspension
'8481011000001109,Fludrocortisone 50micrograms/5ml oral suspension
'22215511000001109,Fludrocortisone 50micrograms/5ml oral suspension
'8481311000001107,Fludrocortisone 50micrograms/5ml oral suspension (Drug Tariff Special Order)
'8481711000001106,Fludrocortisone 50micrograms/5ml oral suspension (Drug Tariff Special Order)
'22215611000001108,Fludrocortisone 50micrograms/5ml oral suspension (Drug Tariff Special Order)
'8515511000001106,Fludrocortisone 150micrograms/5ml oral suspension
'8481211000001104,Fludrocortisone 150micrograms/5ml oral suspension
'8481611000001102,Fludrocortisone 150micrograms/5ml oral suspension (Special Order)
'8481911000001108,Fludrocortisone 150micrograms/5ml oral suspension (Special Order)
'8515611000001105,Fludrocortisone 200micrograms/5ml oral suspension
'8482011000001101,Fludrocortisone 200micrograms/5ml oral suspension
'8482211000001106,Fludrocortisone 200micrograms/5ml oral suspension (Special Order)
'8482411000001105,Fludrocortisone 200micrograms/5ml oral suspension (Special Order)
'8516211000001102,Fludrocortisone 62.5micrograms/5ml oral suspension
'8482111000001100,Fludrocortisone 62.5micrograms/5ml oral suspension
'8482311000001103,Fludrocortisone 62.5micrograms/5ml oral suspension (Special Order)
'8482511000001109,Fludrocortisone 62.5micrograms/5ml oral suspension (Special Order)
'8516311000001105,Fludrocortisone 85micrograms/5ml oral suspension
'8482611000001108,Fludrocortisone 85micrograms/5ml oral suspension
'8482711000001104,Fludrocortisone 85micrograms/5ml oral suspension (Special Order)
'8482811000001107,Fludrocortisone 85micrograms/5ml oral suspension (Special Order)
'8581511000001106,Hydrocortisone 25mg/5ml oral suspension
'8531011000001106,Hydrocortisone 25mg/5ml oral suspension
'8531111000001107,Hydrocortisone 25mg/5ml oral suspension (Special Order)
'8531311000001109,Hydrocortisone 25mg/5ml oral suspension (Special Order)
'8581311000001100,Hydrocortisone 2.5mg/5ml oral suspension
'8532211000001108,Hydrocortisone 2.5mg/5ml oral suspension
'8532411000001107,Hydrocortisone 2.5mg/5ml oral suspension (Special Order)
'8532511000001106,Hydrocortisone 2.5mg/5ml oral suspension (Special Order)
'8581611000001105,Hydrocortisone 5mg/5ml oral suspension
'8531711000001108,Hydrocortisone 5mg/5ml oral suspension
'21315711000001109,Hydrocortisone 5mg/5ml oral suspension
'8531811000001100,Hydrocortisone 5mg/5ml oral suspension (Drug Tariff Special Order)
'8531911000001105,Hydrocortisone 5mg/5ml oral suspension (Drug Tariff Special Order)
'21315811000001101,Hydrocortisone 5mg/5ml oral suspension (Drug Tariff Special Order)
'8581111000001102,Hydrocortisone 10mg/5ml oral suspension
'8532011000001103,Hydrocortisone 10mg/5ml oral suspension
'21390311000001104,Hydrocortisone 10mg/5ml oral suspension
'8532311000001100,Hydrocortisone 10mg/5ml oral suspension (Drug Tariff Special Order)
'8532711000001101,Hydrocortisone 10mg/5ml oral suspension (Drug Tariff Special Order)
'21390411000001106,Hydrocortisone 10mg/5ml oral suspension (Drug Tariff Special Order)
'8581411000001107,Hydrocortisone 20mg/5ml oral suspension
'8533011000001107,Hydrocortisone 20mg/5ml oral suspension
'8533211000001102,Hydrocortisone 20mg/5ml oral suspension (Special Order)
'8533611000001100,Hydrocortisone 20mg/5ml oral suspension (Special Order)
'8581211000001108,Hydrocortisone 12.5mg/5ml oral suspension
'8533311000001105,Hydrocortisone 12.5mg/5ml oral suspension
'8533511000001104,Hydrocortisone 12.5mg/5ml oral suspension (Special Order)
'8533811000001101,Hydrocortisone 12.5mg/5ml oral suspension (Special Order)
'8672011000001109,Prednisolone 2mg/5ml oral suspension
'8651011000001104,Prednisolone 2mg/5ml oral suspension
'8651111000001103,Prednisolone 2mg/5ml oral suspension (Special Order)
'8651211000001109,Prednisolone 2mg/5ml oral suspension (Special Order)
'8792411000001102,Cortisone 5mg capsules
'8748311000001102,Cortisone 5mg capsules
'8748411000001109,Cortisone 5mg capsules (Special Order)
'8748611000001107,Cortisone 5mg capsules (Special Order)
'8794211000001105,Fludrocortisone 50microgram capsules
'8747311000001103,Fludrocortisone 50microgram capsules
'8748011000001100,Fludrocortisone 50microgram capsules (Special Order)
'8748111000001104,Fludrocortisone 50microgram capsules (Special Order)
'8792611000001104,Dexamethasone 100microgram capsules
'8747411000001105,Dexamethasone 100microgram capsules
'8747511000001109,Dexamethasone 100microgram capsules (Special Order)
'8747711000001104,Dexamethasone 100microgram capsules (Special Order)
'418349006,Prednisone 1mg tablets
'11386411000001105,Prednisone 1mg tablets
'11386711000001104,Prednisone 1mg tablets
'373994007,Prednisone 5mg tablets
'11386911000001102,Prednisone 5mg tablets
'374072009,Prednisone 50mg tablets
'11387211000001108,Prednisone 50mg tablets
'11612111000001109,Dexamethasone 10mg/5ml oral solution
'11602211000001100,Dexamethasone 10mg/5ml oral solution
'11602311000001108,Dexamethasone 10mg/5ml oral solution (Special Order)
'11602411000001101,Dexamethasone 10mg/5ml oral solution (Special Order)
'11714611000001101,Dexamethasone 1.25mg/5ml oral suspension
'11683911000001103,Dexamethasone 1.25mg/5ml oral suspension
'11684111000001104,Dexamethasone 1.25mg/5ml oral suspension (Special Order)
'11684211000001105,Dexamethasone 1.25mg/5ml oral suspension (Special Order)
'11714511000001100,Dexamethasone 1.25mg/5ml oral solution
'11684411000001109,Dexamethasone 1.25mg/5ml oral solution
'11684711000001103,Dexamethasone 1.25mg/5ml oral solution (Special Order)
'11684811000001106,Dexamethasone 1.25mg/5ml oral solution (Special Order)
'11714811000001102,Dexamethasone 1.5mg/5ml oral suspension
'11684911000001101,Dexamethasone 1.5mg/5ml oral suspension
'11685011000001101,Dexamethasone 1.5mg/5ml oral suspension (Special Order)
'11685111000001100,Dexamethasone 1.5mg/5ml oral suspension (Special Order)
'11714711000001105,Dexamethasone 1.5mg/5ml oral solution
'11685211000001106,Dexamethasone 1.5mg/5ml oral solution
'11685311000001103,Dexamethasone 1.5mg/5ml oral solution (Special Order)
'11685411000001105,Dexamethasone 1.5mg/5ml oral solution (Special Order)
'11714911000001107,Dexamethasone 10mg/5ml oral suspension
'11685511000001109,Dexamethasone 10mg/5ml oral suspension
'11685611000001108,Dexamethasone 10mg/5ml oral suspension (Special Order)
'11685711000001104,Dexamethasone 10mg/5ml oral suspension (Special Order)
'11715111000001108,Dexamethasone 14mg/5ml oral suspension
'11686411000001101,Dexamethasone 14mg/5ml oral suspension
'11686511000001102,Dexamethasone 14mg/5ml oral suspension (Special Order)
'11686611000001103,Dexamethasone 14mg/5ml oral suspension (Special Order)
'11715011000001107,Dexamethasone 14mg/5ml oral solution
'11687011000001108,Dexamethasone 14mg/5ml oral solution
'11687111000001109,Dexamethasone 14mg/5ml oral solution (Special Order)
'11687211000001103,Dexamethasone 14mg/5ml oral solution (Special Order)
'11715311000001105,Dexamethasone 16.7mg/5ml oral suspension
'11687611000001101,Dexamethasone 16.7mg/5ml oral suspension
'11687711000001105,Dexamethasone 16.7mg/5ml oral suspension (Special Order)
'11687811000001102,Dexamethasone 16.7mg/5ml oral suspension (Special Order)
'11715211000001102,Dexamethasone 16.7mg/5ml oral solution
'11687911000001107,Dexamethasone 16.7mg/5ml oral solution
'11688011000001109,Dexamethasone 16.7mg/5ml oral solution (Special Order)
'11688111000001105,Dexamethasone 16.7mg/5ml oral solution (Special Order)
'11715511000001104,Dexamethasone 16mg/5ml oral suspension
'11688511000001101,Dexamethasone 16mg/5ml oral suspension
'11688611000001102,Dexamethasone 16mg/5ml oral suspension (Special Order)
'11688711000001106,Dexamethasone 16mg/5ml oral suspension (Special Order)
'11715411000001103,Dexamethasone 16mg/5ml oral solution
'11689011000001104,Dexamethasone 16mg/5ml oral solution
'11689211000001109,Dexamethasone 16mg/5ml oral solution (Special Order)
'11689311000001101,Dexamethasone 16mg/5ml oral solution (Special Order)
'11715711000001109,Dexamethasone 20mg/5ml oral suspension
'11689411000001108,Dexamethasone 20mg/5ml oral suspension
'11689511000001107,Dexamethasone 20mg/5ml oral suspension (Special Order)
'11689711000001102,Dexamethasone 20mg/5ml oral suspension (Special Order)
'11715611000001100,Dexamethasone 20mg/5ml oral solution
'11690011000001108,Dexamethasone 20mg/5ml oral solution
'11690111000001109,Dexamethasone 20mg/5ml oral solution (Special Order)
'11690211000001103,Dexamethasone 20mg/5ml oral solution (Special Order)
'11715911000001106,Dexamethasone 250micrograms/5ml oral suspension
'11690311000001106,Dexamethasone 250micrograms/5ml oral suspension
'11690411000001104,Dexamethasone 250micrograms/5ml oral suspension (Special Order)
'11690611000001101,Dexamethasone 250micrograms/5ml oral suspension (Special Order)
'11715811000001101,Dexamethasone 250micrograms/5ml oral solution
'11690911000001107,Dexamethasone 250micrograms/5ml oral solution
'11691011000001104,Dexamethasone 250micrograms/5ml oral solution (Special Order)
'11691111000001103,Dexamethasone 250micrograms/5ml oral solution (Special Order)
'11716111000001102,Dexamethasone 2mg/5ml oral suspension
'11691211000001109,Dexamethasone 2mg/5ml oral suspension
'11691411000001108,Dexamethasone 2mg/5ml oral suspension (Special Order)
'11691611000001106,Dexamethasone 2mg/5ml oral suspension (Special Order)
'11716011000001103,Dexamethasone 2mg/5ml oral solution
'11691811000001105,Dexamethasone 2mg/5ml oral solution
'11691911000001100,Dexamethasone 2mg/5ml oral solution (Special Order)
'11692011000001107,Dexamethasone 2mg/5ml oral solution (Special Order)
'11716311000001100,Dexamethasone 3mg/5ml oral suspension
'11692111000001108,Dexamethasone 3mg/5ml oral suspension
'11692211000001102,Dexamethasone 3mg/5ml oral suspension (Special Order)
'11692311000001105,Dexamethasone 3mg/5ml oral suspension (Special Order)
'11716211000001108,Dexamethasone 3mg/5ml oral solution
'11692411000001103,Dexamethasone 3mg/5ml oral solution
'11692611000001100,Dexamethasone 3mg/5ml oral solution (Special Order)
'11692911000001106,Dexamethasone 3mg/5ml oral solution (Special Order)
