prodcode,productname,ingredient,bnftext,routeofadministration,dmdcode,therapyevents,bnfchapter,emo,top_cs,tcal,oral_cs,aza,metho,cic,myco,potency,injection,new202007
9256,e45 bath additive (crookes healthcare ltd),liquid paraffin light/dimethicone,emollient bath additives and shower preparations,,1.92305001000e+17,4057,13020101,1,,,,,,,,,,
4615,oilatum bath formula (glaxosmithkline consumer healthcare),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,324611000001107,504804,13020101,1,,,,,,,,,,
2035,balneum plus bath additive (reckitt benckiser healthcare (uk) ltd),soya oil/lauromacrogols,emollient bath additives and shower preparations,cutaneous,9.84150010000e+16,114877,13020101,1,,,,,,,,,,
17354,aveeno bath oil bath additive (bioglan laboratories ltd),,emollient bath additives and shower preparations,,2.11050010000e+16,524,13020101,1,,,,,,,,,,
40330,doublebase emollient wash gel (dermal laboratories ltd),isopropyl myristate/liquid paraffin,emollient bath additives and shower preparations,cutaneous,1.54416110000e+16,34683,13020101,1,,,,,,,,,,
72,oilatum emollient (glaxosmithkline consumer healthcare),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,159411000001102,2806121,13020101,1,,,,,,,,,,
7295,liquid paraffin light 46% / isopropyl myristate 39% bath emollient,liquid paraffin light/isopropyl myristate,emollient bath additives and shower preparations,cutaneous,3486011000001103,2057,13020101,1,,,,,,,,,,
39448,balneum plus bath oil (almirall ltd),soya oil/lauromacrogols,emollient bath additives and shower preparations,cutaneous,3312011000001107,88525,13020101,1,,,,,,,,,,
15625,savlon bath oil (novartis consumer health uk ltd),liquid paraffin/acetylated wool alcohols,emollient bath additives and shower preparations,topical,1.91475001000e+17,281,13020101,1,,,,,,,,,,
47284,soya oil 83.45% / lauromacrogols 15% bath oil,lauromacrogols/soya oil,emollient bath additives and shower preparations,cutaneous,1.78285110000e+16,4,13020101,1,,,,,,,,,,
4191,oilatum junior flare-up bath additive (stiefel laboratories (uk) ltd),triclosan/liquid paraffin light/benzalkonium chloride,emollient bath additives and shower preparations,cutaneous,154411000001101,1103,13020101,1,,,,,,,,,,
60087,lpl 63.4 bath additive and emollient (huxley europe ltd),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,2.26599110000e+16,5318,13020101,1,,,,,,,,,,
11381,soya oil 84.75% bath oil,soya oil,emollient bath additives and shower preparations,cutaneous,331569003,32932,13020101,1,,,,,,,,,,
6927,cetraben emollient 82.8% bath additive (thornton & ross ltd),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,8093111000001104,117997,13020101,1,,,,,,,,,,
6808,soya oil 82.95% / lauromacrogols 15% bath oil,soya oil/lauromacrogols,emollient bath additives and shower preparations,cutaneous,331568006,9505,13020101,1,,,,,,,,,,
48449,aveeno body wash (johnson & johnson ltd),,emollient bath additives and shower preparations,cutaneous,1.83488110000e+16,89031,13020101,1,,,,,,,,,,
27408,hydromol bath & shower emollient (alliance pharmaceuticals ltd),liquid paraffin light/isopropyl myristate,emollient bath additives and shower preparations,cutaneous,3004211000001107,191699,13020101,1,,,,,,,,,,
68557,generic aveeno body wash,,emollient bath additives and shower preparations,cutaneous,1.83494110000e+16,81,13020101,1,,,,,,,,,,
963,balneum 84.75% bath oil (almirall ltd),soya oil,emollient bath additives and shower preparations,cutaneous,3309611000001109,897011,13020101,1,,,,,,,,,,
37679,qv bath oil bath additive (crawford healthcare ltd),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,2.48245001000e+17,330,13020101,1,,,,,,,,,,
45335,emollient bath additive,liquid paraffin,emollient bath additives and shower preparations,topical,2.41085001000e+17,7,13020101,1,,,,,,,,,,
58715,generic dermol 200 shower emollient,benzalkonium chloride/chlorhexidine hydrochloride/liquid paraffin/isopropyl myristate,emollient bath additives and shower preparations,cutaneous,3395311000001103,149,13020101,1,,,,,,,,,,
27659,e45 150ml bath additive (crookes healthcare ltd),,emollient bath additives and shower preparations,,1.92245001000e+17,83,13020101,1,,,,,,,,,,
11663,liquid paraffin light 63.4% bath additive,liquid paraffin light,emollient bath additives and shower preparations,cutaneous,3486111000001102,52743,13020101,1,,,,,,,,,,
56476,balneum plus bath oil (dowelhurst ltd),soya oil/lauromacrogols,emollient bath additives and shower preparations,cutaneous,5524111000001101,924,13020101,1,,,,,,,,,,
1461,diprobath bath emollient (merck sharp & dohme ltd),liquid paraffin light/isopropyl myristate,emollient bath additives and shower preparations,cutaneous,3045411000001103,163111,13020101,1,,,,,,,,,,
39824,balneum plus bath treatment (almirall ltd),soya oil/lauromacrogols,emollient bath additives and shower preparations,cutaneous,3312811000001101,2155,13020101,1,,,,,,,,,,
46576,zerozole bath oil (thornton & ross ltd),lauromacrogols/soya oil,emollient bath additives and shower preparations,cutaneous,1.77428110000e+16,2,13020101,1,,,,,,,,,,
2479,oilatum gel (glaxosmithkline consumer healthcare),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,2935811000001103,288514,13020101,1,,,,,,,,,,
12744,liquid paraffin with acetylated wool alcohols bath oil,liquid paraffin/acetylated wool alcohols,emollient bath additives and shower preparations,topical,1.61285001000e+17,434,13020101,1,,,,,,,,,,
60969,isopropyl myristate 15% / liquid paraffin 15% gel (am distributions (yorkshire) ltd),isopropyl myristate/liquid paraffin,emollient bath additives and shower preparations,cutaneous,2.32795110000e+16,1,13020101,1,,,,,,,,,,
11570,light liquid paraffin with benzalkonium chloride and triclosan 52.5% with 6% with 2% emollient bath additive,liquid paraffin light/benzalkonium chloride/triclosan,emollient bath additives and shower preparations,topical,1.96885001000e+17,1250,13020101,1,,,,,,,,,,
5055,dermol 600 bath emollient (dermal laboratories ltd),isopropyl myristate/benzalkonium chloride/liquid paraffin,emollient bath additives and shower preparations,cutaneous,919911000001102,368793,13020101,1,,,,,,,,,,
44164,qv 85.09% bath oil (crawford healthcare ltd),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,1.17862110000e+16,4647,13020101,1,,,,,,,,,,
45522,zeroneum 83.35% bath additive (thornton & ross ltd),soya oil,emollient bath additives and shower preparations,cutaneous,1.77514110000e+16,1224,13020101,1,,,,,,,,,,
58750,generic aveeno bath oil,,emollient bath additives and shower preparations,cutaneous,3392011000001106,154,13020101,1,,,,,,,,,,
953,hydromol cream (ferndale pharmaceuticals ltd),liquid paraffin light/isopropyl myristate,emollient bath additives and shower preparations,cutaneous,1.52405001000e+17,79375,13020101,1,,,,,,,,,,
9285,liquid paraffin 65% / acetylated wool alcohols 5% bath oil,liquid paraffin/acetylated wool alcohols,emollient bath additives and shower preparations,cutaneous,3776411000001105,5001,13020101,1,,,,,,,,,,
9228,balneum plus bath additive (crookes healthcare ltd),soya oil/lauromacrogols,emollient bath additives and shower preparations,cutaneous,2.10355001000e+17,424,13020101,1,,,,,,,,,,
13106,dermalo bath emollient (dermal laboratories ltd),liquid paraffin/acetylated wool alcohols,emollient bath additives and shower preparations,cutaneous,3979411000001108,56356,13020101,1,,,,,,,,,,
37560,doublebase emollient bath additive (dermal laboratories ltd),liquid paraffin,emollient bath additives and shower preparations,cutaneous,1.31418110000e+16,75002,13020101,1,,,,,,,,,,
42432,oilatum shower gel fragrance free (glaxosmithkline consumer healthcare),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,1.66536110000e+16,82320,13020101,1,,,,,,,,,,
69608,aveeno daily moisturising body cleansing oil (johnson & johnson ltd),,emollient bath additives and shower preparations,,3.41560110000e+16,19528,13020101,1,,,,,,,,,,
45455,oilatum junior bath additive (glaxosmithkline consumer healthcare),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,123611000001100,198063,13020101,1,,,,,,,,,,
46046,dermol wash cutaneous emulsion (dermal laboratories ltd),benzalkonium chloride/chlorhexidine hydrochloride/liquid paraffin/isopropyl myristate,emollient bath additives and shower preparations,cutaneous,1.91726110000e+16,44953,13020101,1,,,,,,,,,,
49013,aveeno bath additive colloidal powder 50g sachets (johnson & johnson ltd),,emollient bath additives and shower preparations,route of administration not applicable,3334411000001104,112,13020101,1,,,,,,,,,,
11599,liquid paraffin light 82.8% bath additive,liquid paraffin light,emollient bath additives and shower preparations,cutaneous,8098511000001104,9849,13020101,1,,,,,,,,,,
1112,oilatum junior emmolient bath additive (stiefel laboratories (uk) ltd),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,2.24035001000e+17,213017,13020101,1,,,,,,,,,,
54181,oilatum junior bath formula (stiefel laboratories (uk) ltd),liquid paraffin light,emollient bath additives and shower preparations,cutaneous,258711000001101,128,13020101,1,,,,,,,,,,
74052,generic eucerin atocontrol bath & shower oil,,emollient bath additives and shower preparations,cutaneous,4282611000001106,32,13020101,1,,,,,,,,,,
11621,liquid paraffin light 70% gel,liquid paraffin light,emollient bath additives and shower preparations,cutaneous,3486211000001108,8257,13020101,1,,,,,,,,,,
5193,aveeno bath oil (johnson & johnson ltd),,emollient bath additives and shower preparations,cutaneous,831211000001108,257165,13020101,1,,,,,,,,,,
34038,e45 150ml bath additive (crookes healthcare ltd),,emollient bath additives and shower preparations,,1.32265001000e+17,792,13020101,1,,,,,,,,,,
11388,eurax bath additive (novartis consumer health uk ltd),liquid paraffin/acetylated wool alcohols,emollient bath additives and shower preparations,topical,1.09250010000e+16,181,13020101,1,,,,,,,,,,
40585,zerolatum plus bath additive (thornton & ross ltd),triclosan/liquid paraffin light/benzalkonium chloride,emollient bath additives and shower preparations,cutaneous,1.54216110000e+16,873,13020101,1,,,,,,,,,,
9767,liquid paraffin with benzalkonium chloride emollient bath additive,liquid paraffin/isopropyl myristate/benzalkonium chloride,emollient bath additives and shower preparations/emollient skin preparations,topical,1.70415001000e+17,3824,13020101/13020102,1,,,,,,,,,,
11545,liquid paraffin with benzalkonium chloride and isopropyl myristate emollient,liquid paraffin/isopropyl myristate/benzalkonium chloride,emollient bath additives and shower preparations/emollient skin preparations,topical,2.28125001000e+17,685,13020101/13020102,1,,,,,,,,,,
67287,generic lipobase cream,,emollient cream,cutaneous,3766311000001106,43,13500200,1,,,,,,,,,,
8314,lipobase cream (astellas pharma ltd),,emollient cream,cutaneous,3759211000001104,20136,13500200,1,,,,,,,,,,
22376,allergenics skin lotion (optima consumer health ltd),,emollient cream,route of administration not applicable,7538311000001106,46,13500200,1,,,,,,,,,,
44526,zeroguent cream (thornton & ross ltd),liquid paraffin light/soya oil/white soft paraffin,emollient cream,cutaneous,1.78816110000e+16,1552,13500200,1,,,,,,,,,,
48376,zeroaqs emollient cream (thornton & ross ltd),,emollient cream,,1.87843110000e+16,82289,13500200,1,,,,,,,,,,
54743,generic epaderm cream,,emollient cream,,1.50968110000e+16,289,71580100,1,,,,,,,,,,
42836,vivaderm ultra cream (scarlett & george uk ltd),,emollient cream,route of administration not applicable,1.65961110000e+16,11,13500200,1,,,,,,,,,,
76859,generic epaderm junior cream,,emollient cream,,3.62467110000e+16,2,71580100,1,,,,,,,,,,
39438,epaderm cream (molnlycke health care ltd),,emollient cream,,1.49982110000e+16,564503,71580100,1,,,,,,,,,,
76001,epaderm junior cream (molnlycke health care ltd),,emollient cream,,3.62470110000e+16,53,71580100,1,,,,,,,,,,
56534,generic zeroaqs emollient cream,,emollient cream,,1.88526110000e+16,3,13500200,1,,,,,,,,,,
42835,vivaderm daily cream (scarlett & george uk ltd),,emollient cream,route of administration not applicable,1.65959110000e+16,13,13500200,1,,,,,,,,,,
22375,allergenics emollient cream (optima consumer health ltd),,emollient cream,cutaneous,4277611000001100,467,71580100,1,,,,,,,,,,
64282,thirty:30 ointment (ennogen healthcare ltd),emulsifying wax/yellow soft paraffin,emollient ointment,cutaneous,1.98811110000e+16,137,71580200,1,,,,,,,,,,
22374,allergenics intensive care ointment (optima consumer health ltd),,emollient ointment,route of administration not applicable,7559511000001107,50,13500100,1,,,,,,,,,,
6990,epaderm ointment (molnlycke health care ltd),emulsifying wax/yellow soft paraffin,emollient ointment,cutaneous,141611000001102,937709,71580200,1,,,,,,,,,,
76220,epaderm junior ointment (molnlycke health care ltd),emulsifying wax/yellow soft paraffin,emollient ointment,cutaneous,3.62474110000e+16,37,71580200,1,,,,,,,,,,
40758,hydromol ointment (alliance pharmaceuticals ltd),emulsifying wax/yellow soft paraffin,emollient ointment,cutaneous,4366011000001105,407190,71580200,1,,,,,,,,,,
37423,emulsifying wax 30% / yellow soft paraffin 30% ointment,emulsifying wax/yellow soft paraffin,emollient ointment,cutaneous,3375311000001107,16345,71580200,1,,,,,,,,,,
78015,emelpin ointment (vitame ltd),emulsifying wax/yellow soft paraffin,emollient ointment,cutaneous,2.84855110000e+16,2,71580200,1,,,,,,,,,,
62012,generic qv intensive ointment,,emollient ointment,,1.78450110000e+16,1,13500100,1,,,,,,,,,,
44667,qv intensive ointment (crawford healthcare ltd),light liquid paraffin/white soft paraffin,emollient ointment,,1.78331110000e+16,7729,13500100,1,,,,,,,,,,
45635,flexitol skin balm (lacorium health (uk) ltd),dimeticone/urea,emollient preparation containing urea,,1.85379110000e+16,2889,71580300,1,,,,,,,,,,
42217,white soft paraffin solid (j m loveridge ltd),white soft paraffin,emollient skin preparations,cutaneous,2876711000001106,1,13020102,1,,,,,,,,,,
43116,plant sterol emollient cream,alpha tocopheryl acetate/zinc oxide/plant extracts,emollient skin preparations,topical,2.41025001000e+17,1,13020102,1,,,,,,,,,,
61658,moisturiser plus (skinkind ltd),,emollient skin preparations,route of administration not applicable,2.01358110000e+16,7,13020102,1,,,,,,,,,,
70051,elave lotion (ovelle pharmaceuticals),,emollient skin preparations,,2.78857110000e+16,6,13020102,1,,,,,,,,,,
1555,white soft paraffin 5% with liquid paraffin 4% wash,liquid paraffin/white soft paraffin,emollient skin preparations,topical,2.12535001000e+17,840,13020102,1,,,,,,,,,,
42909,aqueous cream (thornton & ross ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollient skin preparations,cutaneous,1.04475001000e+17,6,13020102,1,,,,,,,,,,
26339,zerobase cream (zeroderma ltd),liquid paraffin,emollient skin preparations,cutaneous,2.38025001000e+17,10473,13020102,1,,,,,,,,,,
46613,cetaphil moisturising lotion (galderma (uk) ltd),,emollient skin preparations,route of administration not applicable,1.70767110000e+16,1424,13020102,1,,,,,,,,,,
64637,lipikar baume ap+ lipid-replenishing balm (la roche-posay),,emollient skin preparations,,2.97520110000e+16,145,13020102,1,,,,,,,,,,
48852,veil toning lotion and skin freshener (thomas blake cosmetic creams ltd),,emollient skin preparations,route of administration not applicable,1.86522110000e+16,95,13020102,1,,,,,,,,,,
36656,qv skin lotion (crawford healthcare ltd),white soft paraffin,emollient skin preparations,cutaneous,2.48295001000e+17,273,13020102,1,,,,,,,,,,
6517,urea 10% lotion,urea,emollient skin preparations,cutaneous,331532001,10122,13020102,1,,,,,,,,,,
34341,lanolin vehicle (thornton & ross ltd),magnesium sulfate dried/phenoxyethanol/wool alcohols ointment,emollient skin preparations,cutaneous,5.41050010000e+16,1,13020102,1,,,,,,,,,,
48476,aveeno moisturising creamy oil (johnson & johnson ltd),,emollient skin preparations,cutaneous,1.83491110000e+16,8099,13020102,1,,,,,,,,,,
49391,flexitol very dry skin 12.50% cream (laderma health (uk) ltd),urea,emollient skin preparations,,3.03175001000e+17,13,13020102,1,,,,,,,,,,
73609,a-derma exomega emollient cream (pierre fabre dermo-cosmetique),,emollient skin preparations,,3.52782110000e+16,1,13020102,1,,,,,,,,,,
9417,oily cream,liquid paraffin/wool alcohols/magnesium sulphate heptahydrate/hard paraffin/white soft paraffin,emollient skin preparations,topical,6.26150010000e+16,26381,13020102,1,,,,,,,,,,
37891,eucerin intensive 10% lotion (beiersdorf uk ltd),urea,emollient skin preparations,cutaneous,3710411000001100,27983,13020102,1,,,,,,,,,,
7345,cetraben emollient cream (thornton & ross ltd),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,2962611000001103,1209821,13020102,1,,,,,,,,,,
56357,emulsifying ointment in water 12% (huddersfield royal infirmary),liquid paraffin/white soft paraffin/emulsifying wax,emollient skin preparations,,2.01575001000e+17,0,13020102,1,,,,,,,,,,
58872,elena's body lotion (elena's nature collection ltd),,emollient skin preparations,route of administration not applicable,1.46193110000e+16,3,13020102,1,,,,,,,,,,
39424,glycerol 40% cream,glycerol,emollient skin preparations,cutaneous,3805711000001100,215,13020102,1,,,,,,,,,,
41618,aqueous cream (celltech pharma europe ltd),emulsifying wax/white soft paraffin/liquid paraffin/phenoxyethanol/purified water,emollient skin preparations,cutaneous,5885001000027105,14,13020102,1,,,,,,,,,,
29910,e45 150ml cream (crookes healthcare ltd),,emollient skin preparations,,1.36565001000e+17,301,13020102,1,,,,,,,,,,
73472,vaseline dermacare 200ml cream (elida faberge),,emollient skin preparations,,9705001000027104,4,13020102,1,,,,,,,,,,
66145,dermasalve body cream (dermasalve ltd),,emollient skin preparations,route of administration not applicable,1.03436110000e+16,28,13020102,1,,,,,,,,,,
59324,zerodouble gel (thornton & ross ltd),isopropyl myristate/liquid paraffin,emollient skin preparations,cutaneous,2.34638110000e+16,56778,13020102,1,,,,,,,,,,
6880,emollient with hypoallergenic lanolin and hydroxybenzoates cream,light liquid paraffin/methyl 4-hydroxybenzoate/propyl 4-hydroxybenzoate/white soft paraffin/hypoallergenic lanolin,emollient skin preparations,topical,2.10965001000e+17,3021,13020102,1,,,,,,,,,,
47649,vaseline dermacare 100ml cream (elida faberge),,emollient skin preparations,,8.62850010000e+16,7,13020102,1,,,,,,,,,,
9959,eumobase cream (glaxosmithkline consumer healthcare),glycerol,emollient skin preparations,cutaneous,2.36845001000e+17,2275,13020102,1,,,,,,,,,,
1032,dermamist 10% spray (alliance pharmaceuticals ltd),white soft paraffin,emollient skin preparations,cutaneous,3699611000001103,17586,13020102,1,,,,,,,,,,
63808,avene xeracalm a.d lipid-replenishing cleansing oil (pierre fabre dermo-cosmetique),,emollient skin preparations,,2.74845110000e+16,30,13020102,1,,,,,,,,,,
43364,evolve plus emollient spray (intelligent therapeutics ltd),liquid paraffin/white soft paraffin,emollient skin preparations,,1.70842110000e+16,16,13020102,1,,,,,,,,,,
56402,zeroguent cream (zeroderma ltd),liquid paraffin light/soya oil/white soft paraffin,emollient skin preparations,,2.60875001000e+17,1,13020102,1,,,,,,,,,,
68706,aproderm gel (fontus health ltd),isopropyl myristate/liquid paraffin,emollient skin preparations,cutaneous,3.35712110000e+16,1916,13020102,1,,,,,,,,,,
6352,vaseline pure petroleum jelly (unilever uk home & personal care),white soft paraffin,emollient skin preparations,cutaneous,2885711000001106,12873,13020102,1,,,,,,,,,,
70285,elave shower gel (ovelle pharmaceuticals),,emollient skin preparations,,3.44647110000e+16,3,13020102,1,,,,,,,,,,
23154,essential fatty acids esterified cream,essential fatty acids,emollient skin preparations,topical,7.89750010000e+16,58,13020102,1,,,,,,,,,,
22362,emollient with chlorocresol formular 2 cream,glycerol,emollient skin preparations,topical,2.36935001000e+17,13,13020102,1,,,,,,,,,,
1356,calmurid cream (galderma (uk) ltd),urea/lactic acid,emollient skin preparations,cutaneous,2900811000001101,183511,13020102,1,,,,,,,,,,
31042,cetraben 5%+4% wash (sankyo pharma uk ltd),liquid paraffin/white soft paraffin,emollient skin preparations,topical,2.12525001000e+17,57,13020102,1,,,,,,,,,,
44104,white soft paraffin 8% with light liquid paraffin 3% lotion,liquid paraffin light/white soft paraffin,emollient skin preparations,topical,2.61375001000e+17,30,13020102,1,,,,,,,,,,
43993,qv cream (crawford healthcare ltd),glycerol/white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,1.17826110000e+16,48992,13020102,1,,,,,,,,,,
17982,proderm dry irritated skin dermatological mousse (chefaro uk ltd),dimeticone/methyl 4-hydroxybenzoate/propylene glycol/propyl 4-hydroxybenzoate/povidone/phenoxyethanol/stearic acid/triethanolamine/urea/glycerol/polysorbate 20/anthemis nobilis (roman chamomile)/aloes (aloe),emollient skin preparations,topical,2.03815001000e+17,84,13020102,1,,,,,,,,,,
6104,oilatum junior cream (glaxosmithkline consumer healthcare),liquid paraffin light/white soft paraffin,emollient skin preparations,cutaneous,2993311000001101,88355,13020102,1,,,,,,,,,,
64326,skin salvation daily moisturising cream (balmonds skincare ltd),,emollient skin preparations,route of administration not applicable,2.90128110000e+16,77,13020102,1,,,,,,,,,,
62808,generic ultrabase cream,,emollient skin preparations,cutaneous,3655211000001108,131,13020102,1,,,,,,,,,,
7568,humiderm 5% cream (convatec ltd),sodium pidolate,emollient skin preparations,topical,1.51775001000e+17,3169,13020102,1,,,,,,,,,,
6428,eucerin intensive 10% cream (beiersdorf uk ltd),urea,emollient skin preparations,cutaneous,2965511000001108,44960,13020102,1,,,,,,,,,,
54507,generic unguentum m cream,,emollient skin preparations,cutaneous,3557511000001109,2823,13020102,1,,,,,,,,,,
44002,qv 5% skin lotion (crawford healthcare ltd),white soft paraffin,emollient skin preparations,cutaneous,1.17817110000e+16,4855,13020102,1,,,,,,,,,,
67210,elave body oil (ovelle pharmaceuticals),,emollient skin preparations,,2.78846110000e+16,21,13020102,1,,,,,,,,,,
47577,glycerol liquid (thornton & ross ltd),glycerol,emollient skin preparations,cutaneous/oral,4217011000001100,4,13020102,1,,,,,,,,,,
75859,aveeno cream (waymade healthcare plc),,emollient skin preparations,route of administration not applicable,1.09204110000e+16,1,13020102,1,,,,,,,,,,
36841,emollin aerosol spray (c d medical ltd),,emollient skin preparations,,1.18387110000e+16,40572,13020102,1,,,,,,,,,,
48596,aveeno cream (de pharmaceuticals),,emollient skin preparations,route of administration not applicable,1.38346110000e+16,62,13020102,1,,,,,,,,,,
67235,diprobase ointment (waymade healthcare plc),white soft paraffin/liquid paraffin,emollient skin preparations,cutaneous,1.08516110000e+16,234,13020102,1,,,,,,,,,,
74373,eucerin acute 5% lip balm (beiersdorf uk ltd),,emollient skin preparations,,3.56481110000e+16,14,13020102,1,,,,,,,,,,
4525,urea 10% cream,urea,emollient skin preparations,cutaneous,331522008,40790,13020102,1,,,,,,,,,,
14447,cetomacrogol cream (formula b),cetostearyl alcohol/macrogol cetostearyl ether 22/liquid paraffin/white soft paraffin/thiomersal/purified water/propyl hydroxybenzoate/methyl hydroxybenzoate,emollient skin preparations,cutaneous,1.46138110000e+16,493,13020102,1,,,,,,,,,,
18145,emollient with hypoallergenic lanolin and hydroxybenzoates lotion,light liquid paraffin/methyl 4-hydroxybenzoate/propyl 4-hydroxybenzoate/white soft paraffin/hypoallergenic lanolin,emollient skin preparations,topical,2.10975001000e+17,68,13020102,1,,,,,,,,,,
46585,wool fat aerosol spray,wool fat,emollient skin preparations,topical,2.61255001000e+17,1,13020102,1,,,,,,,,,,
18866,"liquid paraffin with benzalkonium, chlorhexidine and isopropyl myristate cream",liquid paraffin/isopropyl myristate/benzalkonium chloride/chlorhexidine hydrochloride,emollient skin preparations,topical,2.38205001000e+17,101,13020102,1,,,,,,,,,,
42154,hydromol intensive 10% cream (alliance pharmaceuticals ltd),urea,emollient skin preparations,cutaneous,1.62508110000e+16,14954,13020102,1,,,,,,,,,,
39379,emollient body wash,castor oil/lauromacrogols/soya oil,emollient skin preparations,topical,2.40935001000e+17,25,13020102,1,,,,,,,,,,
21728,wool fat ointment,wool fat,emollient skin preparations,cutaneous,9410011000001100,569,13020102,1,,,,,,,,,,
71954,elave hand wash (ovelle pharmaceuticals),,emollient skin preparations,,3.44637110000e+16,3,13020102,1,,,,,,,,,,
2990,masse cream (janssen-cilag ltd),methyl hydroxybenzoate/propyl hydroxybenzoate/wool fat,emollient skin preparations,topical,1.82250010000e+16,614,13020102,1,,,,,,,,,,
24406,imuderm wash (goldshield pharmaceuticals ltd),sodium lauryl ether sulphate,emollient skin preparations,topical,2.25375001000e+17,19,13020102,1,,,,,,,,,,
18190,urea 5% cream,urea,emollient skin preparations,cutaneous,4246211000001100,11088,13020102,1,,,,,,,,,,
492,oilatum cream (glaxosmithkline consumer healthcare),liquid paraffin light/white soft paraffin,emollient skin preparations,cutaneous,2985111000001101,682011,13020102,1,,,,,,,,,,
44513,zerobase 11% cream (thornton & ross ltd),liquid paraffin,emollient skin preparations,cutaneous,7646611000001106,328556,13020102,1,,,,,,,,,,
5520,doublebase gel (dermal laboratories ltd),isopropyl myristate/liquid paraffin,emollient skin preparations,cutaneous,3641211000001108,2426288,13020102,1,,,,,,,,,,
65289,tena 3 in 1 wash cream (sca hygiene products uk ltd),,emollient skin preparations,,3.08046110000e+16,2316,13020102,1,,,,,,,,,,
44922,zerobase cream (thornton & ross ltd),liquid paraffin,emollient skin preparations,cutaneous,3.05645001000e+17,6056,13020102,1,,,,,,,,,,
74559,childs farm unfragranced moisturising cream (childs farm),,emollient skin preparations,,3.58133110000e+16,84,13020102,1,,,,,,,,,,
46596,doublebase dayleve gel (dermal laboratories ltd),isopropyl myristate/liquid paraffin,emollient skin preparations,cutaneous,1.93802110000e+16,57050,13020102,1,,,,,,,,,,
53163,white soft paraffin solid (pinewood healthcare),white soft paraffin,emollient skin preparations,cutaneous,1.36276110000e+16,53,13020102,1,,,,,,,,,,
78673,exmabase gel (ascot laboratories ltd),isopropyl myristate/liquid paraffin,emollient skin preparations,cutaneous,3.49720110000e+16,37,13020102,1,,,,,,,,,,
1976,cetraben 13.2%+10.5% cream (sankyo pharma uk ltd),white soft paraffin/liquid paraffin light,emollient skin preparations,cutaneous,2.12505001000e+17,178276,13020102,1,,,,,,,,,,
25882,urea with cetrimide and chlorocresol and demethicone cream,chlorocresol/dimeticone 350/urea/cetrimide,emollient skin preparations,topical,2.16585001000e+17,10,13020102,1,,,,,,,,,,
63499,balneum plus cream (waymade healthcare plc),urea/lauromacrogols,emollient skin preparations,cutaneous,2.46680110000e+16,2,13020102,1,,,,,,,,,,
31915,emollient shower cream,glycerol/liquid paraffin/isopropyl palmitate/white soft paraffin,emollient skin preparations,topical,1.72455001000e+17,10,13020102,1,,,,,,,,,,
46598,"liquid paraffin with benzalkonium, chlorhexidine and isopropyl myristate emulsion",liquid paraffin/isopropyl myristate/benzalkonium chloride/chlorhexidine hydrochloride,emollient skin preparations,topical,2.65145001000e+17,2,13020102,1,,,,,,,,,,
38119,vaseline dermacare 500ml lotion (elida faberge),,emollient skin preparations,,2.54150010000e+16,194,13020102,1,,,,,,,,,,
37976,emulsifying ointment (c p pharmaceuticals ltd),liquid paraffin/emulsifying wax/white soft paraffin,emollient skin preparations,cutaneous,1.24250010000e+16,27,13020102,1,,,,,,,,,,
49988,aveeno lotion (mawdsley-brooks & company ltd),,emollient skin preparations,route of administration not applicable,1.62747110000e+16,1049,13020102,1,,,,,,,,,,
64238,urea 25% ointment,urea,emollient skin preparations,cutaneous,1.76633110000e+16,57,13020102,1,,,,,,,,,,
38387,propylene glycol 20% in aqueous cream,propylene glycol,emollient skin preparations,topical,2.50555001000e+17,16,13020102,1,,,,,,,,,,
46190,cetaphil moisturising cream (galderma (uk) ltd),,emollient skin preparations,route of administration not applicable,1.70765110000e+16,3909,13020102,1,,,,,,,,,,
17310,vaseline dermacare lotion (elida faberge),,emollient skin preparations,,8.63550010000e+16,269,13020102,1,,,,,,,,,,
23150,deionised water with glycerin with benzyl alcohol cream,glycerol/purified water/wool fat/benzyl alcohol,emollient skin preparations,topical,2.01715001000e+17,3,13020102,1,,,,,,,,,,
75712,liquid paraffin with glycerin and other ingredients spray,glycerol/liquid paraffin/menthol/dimeticone,emollient skin preparations,,2.40825001000e+17,1,13020102,1,,,,,,,,,,
98,diprobase cream (merck sharp & dohme ltd),,emollient skin preparations,cutaneous,3468211000001106,4287083,13020102,1,,,,,,,,,,
5041,unguentum m cream (almirall ltd),,emollient skin preparations,cutaneous,3488411000001108,272370,13020102,1,,,,,,,,,,
18281,white soft paraffin 10% spray,white soft paraffin,emollient skin preparations,cutaneous,3701411000001106,2034,13020102,1,,,,,,,,,,
